AT,EV,AP,RH,PE
17.35,42.86,1014.62,74.16,465.16
18.14,49.78,1002.95,100.09,451.44
15.56,41.04,1025.8,64.81,457.11
26.59,59.92,1009.97,70.09,438.22
15.81,54.3,1017.8,68.45,461.63
8.53,40.02,1031.27,85.57,476.73
21.5,45.38,1013.88,64.28,460.18
20.8,69.45,1013.7,82.48,443.77
10.05,37.14,1012.64,75.97,474.16
15.42,40.56,1021.23,59.37,469.33
24.51,68.63,1014.15,45.1,447.66
14.04,39.64,1011.09,87.22,472.31
11.52,40.8,1024.31,73.49,479.56
5.82,41.38,1021.06,86.91,492.12
18.79,49.15,1021.69,70.16,458.75
20.51,39.72,1002.25,47.97,452.39
30.17,75.08,1005.17,55.89,438.89
27.75,66.51,1015.42,39.0,433.08
15.47,38.73,1001.13,77.61,467.96
7.01,40.72,1024.0,86.37,489.64
23.44,62.52,1016.46,67.21,447.19
26.11,52.36,1013.9,59.62,453.76
12.43,43.22,1008.93,77.42,468.01
18.76,44.71,1015.15,30.83,462.18
33.11,69.75,1008.88,42.08,437.19
27.6,69.05,1003.87,42.01,436.08
9.27,39.64,1010.79,79.56,480.29
26.73,77.95,1012.31,78.35,434.76
13.11,41.44,1015.55,74.45,471.61
12.93,43.13,1014.91,55.7,474.88
30.99,69.82,1009.41,50.84,437.46
18.18,50.16,1010.22,99.73,451.14
11.52,40.75,1016.23,85.18,477.19
11.57,39.72,1002.26,78.69,474.72
25.1,74.87,1010.01,79.41,439.93
5.17,35.57,1026.68,79.86,491.32
13.91,44.58,1021.36,78.98,472.67
19.98,60.77,1017.72,90.71,448.46
24.26,68.14,1005.09,59.49,438.79
29.77,67.07,1005.82,48.38,433.89
20.94,58.16,1016.88,65.43,455.16
30.21,69.4,1003.69,62.89,438.18
12.28,42.34,1019.19,95.8,467.03
13.4,40.89,1010.67,91.66,472.36
5.06,40.64,1021.49,93.7,483.73
16.76,43.67,1011.27,70.55,462.44
11.87,41.58,1017.29,90.3,464.77
13.58,49.83,1008.9,86.8,465.82
10.9,39.64,1010.58,64.88,477.04
19.18,58.2,1017.46,76.72,453.2
5.37,38.68,1017.76,76.48,487.07
13.51,40.1,1014.29,86.34,470.65
23.79,59.44,1012.53,79.48,448.67
21.25,44.05,1005.69,81.87,448.43
23.55,62.96,1020.16,70.16,447.65
20.24,56.03,1019.78,59.8,460.76
21.08,46.93,1014.49,63.33,453.87
24.15,71.73,1009.76,85.16,436.55
21.11,41.67,1012.44,52.86,460.33
27.05,67.79,1010.99,71.37,443.89
12.03,40.1,1015.32,85.39,474.94
12.69,40.71,1021.62,80.19,477.14
11.22,40.22,1011.01,81.67,476.7
5.15,45.87,1008.02,98.36,479.61
30.24,69.88,1007.9,61.46,436.37
27.19,64.96,1006.71,73.99,428.79
14.65,44.84,1023.39,87.76,467.18
16.97,39.16,1005.7,69.13,458.59
21.74,60.27,1015.82,88.96,441.22
16.51,41.79,1007.1,74.03,457.74
32.87,71.32,1004.36,54.69,433.15
22.48,50.32,1008.47,83.58,444.5
21.91,58.62,1015.95,72.87,450.23
7.0,38.5,1014.09,81.32,489.52
16.5,44.63,1020.58,64.11,458.78
9.45,41.4,1027.34,86.66,475.49
15.36,41.35,1002.4,91.67,465.01
20.78,60.84,1018.66,80.4,445.82
24.67,68.14,1004.96,58.15,438.4
32.35,77.95,1014.76,60.88,432.72
26.52,71.64,1008.27,75.3,437.76
16.57,43.7,1015.67,71.95,465.78
23.99,50.32,1008.41,67.4,444.23
23.63,58.98,1010.99,81.16,444.43
20.97,61.87,1011.45,65.41,446.76
25.96,68.08,1010.86,67.07,435.84
25.86,61.08,1013.51,67.5,449.67
20.25,57.76,1016.28,77.76,452.66
12.74,44.03,1007.62,97.64,463.96
23.26,59.21,1017.71,67.16,442.38
19.62,58.79,1017.59,87.39,446.29
28.46,73.67,1005.67,71.21,429.15
27.24,71.25,1000.5,86.28,430.94
27.07,77.95,1012.34,76.64,433.61
14.51,49.83,1006.27,91.65,460.45
31.31,67.48,1009.71,57.06,440.38
7.32,39.42,1026.15,76.51,476.12
26.38,70.47,1007.36,76.91,434.02
31.13,67.45,1015.02,41.34,435.14
22.46,58.49,1011.5,70.54,448.46
28.9,68.84,1011.64,64.44,437.06
22.18,59.39,1014.82,85.31,440.94
24.13,45.61,1012.63,71.36,453.19
15.73,38.73,1002.48,76.91,466.63
16.88,56.89,1014.01,82.1,457.0
22.54,63.91,1012.15,84.91,446.64
30.05,56.9,1007.02,41.96,437.55
31.09,59.57,1010.67,60.5,440.08
29.45,68.24,1007.45,32.81,432.53
22.21,61.5,1008.34,76.22,445.77
20.62,68.12,1012.33,79.88,447.16
22.06,43.43,1010.46,58.01,448.92
34.1,73.03,1014.01,41.26,437.65
13.87,45.08,1024.42,81.69,465.48
19.3,44.9,1008.89,70.55,452.75
18.05,56.03,1020.69,77.87,459.09
26.53,69.71,1009.88,76.26,446.17
15.24,44.45,1020.56,66.13,460.94
17.94,37.2,1012.64,68.11,467.65
7.71,40.71,1021.53,95.48,471.38
18.2,52.72,1025.87,54.26,463.47
5.72,40.81,1025.78,92.46,487.8
25.23,58.82,1010.9,70.47,442.64
16.61,50.9,1013.18,85.26,460.35
27.55,64.96,999.73,57.34,431.33
24.25,74.93,1013.07,69.31,445.44
23.45,51.95,1005.23,76.17,449.07
15.78,43.99,1022.19,83.7,461.07
18.73,40.12,1013.19,74.12,454.71
16.29,53.82,1014.97,73.15,459.95
10.22,45.01,1018.27,93.62,474.32
17.85,45.64,1020.11,82.94,459.59
30.26,59.22,1013.18,61.08,442.98
20.77,52.05,1012.22,45.61,455.02
15.46,44.88,1017.52,93.32,461.2
29.53,77.54,1010.39,66.13,432.89
28.08,73.17,1011.19,73.1,430.8
17.98,53.29,1018.29,83.46,455.71
16.74,38.01,1022.63,69.19,463.61
15.75,39.39,1014.38,76.29,468.6
33.24,74.34,1002.58,45.05,435.5
34.63,74.33,1011.7,31.45,428.54
29.23,75.6,1017.72,52.26,438.92
24.9,58.49,1011.06,65.14,444.19
14.62,42.86,1015.56,84.5,470.79
14.53,39.0,1016.48,76.36,464.86
15.09,43.13,1015.71,54.36,466.87
19.69,56.65,1020.86,73.41,455.32
21.06,62.91,1011.92,75.52,455.22
31.49,69.13,1009.33,53.9,425.74
23.21,73.42,1010.34,88.29,439.66
33.63,70.4,1004.02,53.6,430.05
11.62,41.54,1019.94,66.43,477.75
27.51,71.32,1007.59,80.02,433.16
33.72,74.33,1011.4,37.51,428.96
26.93,56.9,1006.25,77.79,444.7
22.83,65.18,1012.24,79.74,442.43
6.72,38.91,1016.89,90.47,485.89
9.97,41.62,1013.99,96.02,464.86
22.22,66.05,1016.15,80.58,442.95
20.55,65.46,1013.87,58.09,448.83
19.21,58.49,1011.7,91.29,452.82
3.99,39.9,1009.74,96.81,490.91
22.05,61.27,1019.6,58.83,447.95
31.85,73.21,1000.98,72.2,435.94
29.96,67.83,1008.0,44.05,433.13
15.7,42.99,1007.51,76.05,464.59
29.93,71.85,1008.43,66.64,426.82
13.92,44.47,1029.36,70.86,467.29
29.79,62.66,1008.5,48.51,440.27
15.83,45.01,1013.39,81.9,460.22
14.41,43.13,1016.32,59.55,467.46
20.19,66.86,1012.97,64.7,454.84
15.75,47.45,1009.86,86.68,451.5
12.68,45.01,1013.86,83.26,448.69
7.04,39.37,1019.37,69.11,488.0
19.97,59.14,1016.05,70.58,450.06
14.56,41.76,1023.82,85.36,464.3
23.17,62.39,1008.04,89.42,439.29
10.6,41.17,1018.38,87.92,478.47
25.63,69.89,1015.17,77.42,434.47
20.09,63.94,1020.82,74.16,449.47
18.11,43.43,1008.65,73.3,451.38
18.81,45.01,1015.28,65.91,457.85
9.62,41.01,1019.43,97.99,467.34
25.3,59.43,1009.15,58.3,442.5
19.5,52.72,1025.21,50.21,457.26
13.32,44.9,1007.72,78.64,466.3
16.16,25.88,1009.58,72.24,461.86
21.32,59.8,1016.26,76.26,452.7
32.25,77.54,1010.46,54.57,430.86
23.92,63.21,1012.52,86.51,445.26
14.84,38.91,1013.78,69.27,467.83
11.06,36.71,1021.67,80.44,473.85
18.41,42.04,1011.69,64.88,465.64
15.77,41.79,1007.96,80.69,455.87
26.39,66.05,1018.24,61.27,442.22
9.68,41.48,1018.24,71.04,473.31
20.45,69.45,1012.53,91.81,441.83
13.01,41.58,1020.82,78.41,464.64
12.59,40.03,1018.76,85.4,471.63
24.2,60.95,1014.82,59.42,448.43
25.01,66.56,1009.68,64.94,435.73
20.58,39.53,1005.68,62.09,460.1
21.2,59.39,1014.04,85.06,444.57
22.53,62.39,1007.84,86.4,450.08
9.47,36.54,1007.93,77.65,475.48
21.08,44.05,1008.13,72.52,449.6
20.3,44.9,1008.25,64.08,457.6
26.93,75.23,1010.19,62.12,434.1
13.55,40.71,1019.13,75.44,467.21
31.92,69.13,1000.77,58.91,425.19
9.23,42.44,1014.34,94.2,481.29
30.46,66.75,1017.81,54.48,432.45
26.92,62.44,1011.09,70.8,437.99
24.78,58.46,1016.82,67.5,442.42
20.82,52.84,1004.13,79.42,449.59
12.99,42.34,1018.04,96.25,465.98
26.2,74.67,1016.69,84.38,430.22
26.11,62.44,1010.68,72.59,438.87
17.37,41.23,998.79,68.44,461.08
30.8,73.17,1010.51,51.93,432.24
23.49,47.45,1008.46,66.18,446.72
10.15,41.14,1025.5,91.54,473.56
26.03,69.68,1011.61,60.75,449.54
24.37,68.14,1005.22,59.27,440.22
26.76,48.41,1010.53,47.38,440.63
25.53,62.96,1019.81,59.7,444.38
27.89,73.21,1001.32,85.88,431.59
17.01,50.9,1013.23,82.03,460.14
27.31,68.14,1005.73,50.74,437.83
10.33,40.6,1015.0,88.62,478.3
31.46,66.54,1002.86,53.75,427.76
18.02,53.16,1013.41,82.84,458.01
15.21,43.56,1012.92,56.61,467.0
20.08,58.79,1017.32,81.59,451.21
14.04,44.21,1021.93,86.12,468.64
16.44,43.96,1013.66,76.31,468.57
9.0,41.54,1018.83,79.61,484.08
13.3,50.59,1019.38,92.96,469.13
19.94,44.9,1008.52,74.69,459.47
29.29,73.18,1012.4,66.65,430.31
19.46,60.07,1014.81,66.61,451.89
26.63,61.47,1008.18,69.0,444.16
14.16,39.28,1015.63,77.29,471.27
15.64,44.21,1020.17,83.28,462.42
8.9,39.96,1026.31,95.46,474.49
31.8,69.05,1000.77,49.82,426.5
26.14,71.98,1005.98,82.45,428.91
7.71,40.77,1021.93,87.04,482.19
27.24,66.75,1017.78,69.6,433.65
20.73,41.1,1001.86,47.51,456.44
22.95,63.94,1013.87,80.37,447.13
17.67,43.96,1011.68,82.13,466.31
12.54,44.03,1007.05,84.03,471.86
23.8,48.6,1002.43,67.32,440.89
12.51,49.83,1008.61,94.27,452.84
4.24,39.9,1009.28,96.74,491.25
20.21,59.14,1016.0,70.38,448.79
10.67,45.0,1022.99,85.91,481.83
12.53,43.56,1014.8,74.05,469.23
23.25,63.78,1016.01,72.01,448.82
22.41,70.98,1005.67,95.03,441.51
23.07,57.5,1015.7,75.47,447.49
15.11,45.01,1014.35,65.03,460.91
29.31,64.84,1010.49,53.97,442.11
22.95,66.54,1004.53,88.06,434.41
11.39,43.72,1010.91,98.83,467.8
24.41,52.3,1006.28,70.33,442.62
9.96,41.55,1002.59,65.86,475.91
26.52,63.94,1018.23,42.41,440.47
15.37,41.96,1011.58,96.76,466.02
24.01,50.16,1004.22,75.32,443.03
22.27,50.05,1007.1,89.34,442.24
19.23,41.67,1012.53,48.86,465.66
22.66,61.27,1019.29,55.43,448.68
24.26,69.51,1013.43,53.23,442.56
24.14,62.66,1007.33,73.27,439.93
22.69,64.45,1012.82,45.03,450.65
26.88,73.56,1004.85,94.36,430.63
23.23,60.32,1016.73,78.35,447.09
9.95,41.82,1033.09,69.44,477.52
30.65,65.18,1012.51,42.32,436.79
11.48,36.18,1017.03,61.62,469.44
24.35,66.49,1012.48,62.12,439.15
14.01,42.99,1007.12,69.69,469.23
25.98,60.95,1014.5,48.01,442.9
17.73,43.72,1009.33,76.68,453.94
27.47,70.72,1009.97,74.62,443.25
22.94,61.5,1008.25,73.45,445.31
17.65,62.1,1019.63,84.3,452.2
22.12,47.93,1005.5,84.47,443.41
26.8,58.84,1001.2,65.03,445.76
21.22,59.15,1014.68,59.71,450.96
13.74,38.73,1004.34,82.82,470.06
12.47,38.25,1012.74,82.89,469.56
14.46,53.82,1016.55,68.11,462.6
15.87,45.0,1021.92,40.0,470.85
11.21,41.06,1021.75,77.0,474.03
31.45,68.27,1007.56,64.79,430.81
19.47,58.79,1016.8,87.26,450.17
7.69,36.24,1013.08,88.37,482.46
14.07,42.99,1007.57,96.05,468.87
23.84,49.21,1013.6,47.63,447.03
17.32,44.34,1019.52,56.24,468.8
24.86,60.77,1016.85,71.24,440.68
21.69,69.94,1010.7,80.8,443.67
24.66,66.49,1010.83,70.06,438.01
22.28,58.12,1014.54,83.27,448.97
11.95,39.82,1013.4,92.51,474.56
28.47,69.23,1013.18,40.73,434.12
20.74,58.12,1015.43,77.88,449.91
20.84,59.8,1016.96,75.05,451.13
28.17,72.43,1007.37,68.92,428.88
7.76,37.7,1014.82,76.47,480.7
28.92,72.43,1007.03,66.14,431.5
21.04,54.2,1012.26,85.61,443.41
25.34,59.39,1014.02,73.58,439.8
24.98,60.32,1015.63,57.19,444.67
26.44,59.15,1013.35,60.71,439.65
17.85,48.14,1017.16,86.68,451.9
14.86,44.71,1018.3,49.46,466.38
13.82,42.32,1016.32,81.19,463.06
23.31,68.63,1014.73,51.57,448.2
14.85,44.63,1020.67,75.76,460.06
23.47,60.77,1017.19,75.36,444.46
23.27,68.28,1005.01,74.83,444.86
24.82,59.27,1012.76,72.34,444.81
27.42,65.74,1013.43,69.42,440.52
26.05,73.88,1005.67,82.08,439.96
32.96,73.03,1013.56,54.03,438.93
31.17,69.51,1010.51,43.11,428.94
11.62,39.72,1018.4,68.06,471.56
13.78,43.22,1011.31,69.7,463.71
31.41,64.44,1013.84,49.49,439.3
31.7,69.13,1000.29,46.27,427.95
24.23,59.04,1011.91,71.79,443.06
17.58,39.63,1004.84,80.43,467.33
13.78,40.73,1017.55,94.28,462.59
20.92,57.76,1017.22,75.86,453.96
29.27,66.85,1011.11,63.25,440.98
8.62,42.49,1009.06,86.93,481.87
21.08,52.05,1012.28,45.25,453.4
29.03,69.51,1009.8,47.04,435.09
15.43,40.89,1010.63,73.03,468.35
30.49,64.44,1013.43,51.73,438.09
27.04,48.41,1008.57,60.73,441.21
29.0,70.72,1009.51,67.72,437.55
20.87,63.31,1012.27,79.51,446.7
33.95,68.14,1002.33,48.98,427.25
10.26,39.13,1010.94,87.78,474.16
14.74,43.99,1023.13,86.31,461.82
24.05,70.4,1006.83,92.35,442.07
22.08,41.54,1014.21,73.73,458.74
18.64,43.79,1016.01,51.17,465.13
4.49,40.27,1012.01,76.5,494.24
13.2,40.83,1007.75,94.98,472.41
21.01,51.19,1008.44,81.49,446.2
18.87,60.07,1015.15,70.91,453.27
5.0,40.64,1021.05,94.84,485.27
22.61,54.42,1014.74,75.87,453.86
9.52,40.96,1023.48,86.49,483.59
9.04,40.11,1023.3,76.32,473.57
25.18,47.93,1002.92,60.33,441.29
19.8,57.25,1010.84,88.9,451.75
23.81,73.17,1012.13,86.13,438.11
18.67,44.06,1017.13,77.18,454.51
10.35,39.82,1013.33,94.78,477.14
7.95,37.49,1009.32,80.8,479.78
23.63,71.29,1008.01,70.07,442.65
14.38,44.84,1024.59,81.68,471.6
7.33,41.16,1023.17,92.43,466.16
24.96,60.84,1018.13,59.51,442.36
10.5,40.8,1024.06,76.05,482.85
20.27,57.76,1016.66,75.76,450.71
31.2,68.24,1005.71,34.84,428.67
24.66,57.43,1013.17,71.82,445.41
20.48,60.29,1017.16,72.1,455.51
14.12,42.86,1011.84,88.29,471.86
5.81,45.87,1009.63,94.38,479.66
22.59,70.32,1007.07,74.39,437.39
21.06,50.59,1016.42,66.12,454.15
8.16,39.3,1019.39,85.38,483.17
32.46,74.33,1012.61,37.07,427.87
9.33,42.49,1008.93,82.59,478.43
18.12,44.63,1001.26,89.72,453.55
14.56,45.51,1015.39,69.84,469.79
26.96,65.34,1015.05,46.93,441.81
22.19,70.02,1011.03,82.49,444.85
22.01,49.39,1019.6,75.8,451.84
16.18,41.66,1010.01,65.62,465.82
25.16,60.23,1011.21,68.31,444.98
19.81,66.54,1013.88,80.09,449.07
27.81,64.69,1006.59,71.75,437.02
22.7,63.56,1014.32,71.76,445.0
24.86,63.47,1011.5,71.78,441.68
11.17,40.27,1009.54,74.56,476.18
6.87,40.07,1017.91,57.64,491.4
19.11,60.29,1017.1,76.62,454.16
19.1,56.53,1020.18,76.38,455.52
27.96,68.51,1007.26,63.21,432.07
26.52,43.77,1011.49,46.98,440.31
25.89,74.22,1007.43,81.55,433.73
22.06,59.21,1012.84,87.06,442.31
7.92,36.08,1021.01,81.84,482.98
14.24,39.52,1018.22,77.19,468.51
25.59,73.5,1011.19,81.52,435.48
21.1,62.66,1011.19,83.49,448.8
10.17,41.46,1020.01,84.86,482.36
28.59,80.18,1011.36,89.18,431.55
29.67,71.98,1005.16,67.75,425.14
23.74,63.9,1014.73,81.9,445.47
25.67,68.3,1017.16,74.19,435.89
7.9,43.79,1016.14,83.05,485.26
27.94,63.07,1010.75,38.57,441.0
26.22,49.82,1015.48,55.8,454.2
25.69,59.07,1006.89,82.34,440.6
29.79,68.24,1009.19,65.49,428.44
25.95,73.77,1001.35,92.67,432.21
8.66,41.01,1022.51,98.55,472.16
21.32,45.01,1012.23,59.94,452.75
22.75,59.39,1015.4,81.41,440.26
25.41,66.49,1014.06,51.09,449.2
26.89,49.16,1003.84,41.22,442.39
20.31,45.87,1007.89,73.7,449.54
21.86,58.49,1010.88,76.79,449.9
28.44,77.54,1011.73,77.3,433.21
13.84,42.18,1015.74,79.76,468.66
25.57,44.05,1005.79,65.14,443.84
24.1,68.08,1012.73,65.24,440.33
6.92,43.13,1018.26,89.23,486.36
29.5,71.14,1011.27,52.81,430.85
17.1,62.1,1020.39,93.63,453.4
12.88,44.71,1018.73,51.95,469.12
18.7,66.51,1015.14,79.23,458.73
30.3,73.67,1005.57,58.74,431.57
26.65,58.41,1013.53,65.83,442.66
14.95,42.74,1027.66,66.71,464.31
22.91,61.86,1012.8,92.69,441.24
11.74,40.6,1013.91,90.57,473.84
31.4,66.54,1003.55,57.73,425.91
31.12,69.13,1009.61,56.54,429.41
22.69,49.21,1012.64,46.83,449.01
29.05,64.84,1011.1,51.39,442.58
28.36,68.08,1013.34,42.82,434.54
24.01,60.84,1018.83,63.82,436.32
9.11,40.64,1020.68,86.91,476.62
28.36,69.88,1007.75,84.17,434.03
12.39,49.83,1007.6,92.43,468.43
7.64,40.81,1026.67,95.24,483.38
10.29,41.46,1020.84,89.03,480.32
30.2,56.9,1006.89,42.69,436.17
20.76,57.25,1011.01,90.31,444.85
24.75,52.84,1005.47,69.61,442.6
18.93,44.06,1017.58,68.23,454.75
28.93,72.99,1007.23,64.41,434.45
8.83,41.92,1031.8,78.97,483.38
27.28,44.89,1009.02,49.9,441.94
24.26,47.93,1003.87,70.44,439.16
22.26,69.04,1010.48,84.33,444.73
26.05,65.27,1013.69,56.46,440.75
17.9,67.71,1004.3,89.59,449.73
28.52,64.96,1005.9,70.79,431.36
25.87,67.79,1011.16,79.88,445.87
15.42,37.85,1009.89,85.8,467.33
20.37,60.08,1017.44,76.33,454.47
13.9,42.86,1030.82,71.89,473.76
20.07,49.21,1012.34,56.8,454.25
32.15,69.98,1013.3,55.13,429.86
29.64,69.51,1012.13,44.65,428.69
26.1,74.16,1009.42,85.4,437.18
26.03,70.32,1008.81,71.35,438.15
25.57,59.43,1008.88,61.19,438.9
26.1,62.91,1012.44,60.91,446.05
11.49,39.22,1016.35,53.11,471.47
24.28,71.98,1006.34,90.45,432.47
11.46,44.85,1014.3,63.24,475.33
12.8,44.34,1016.52,86.73,473.42
18.13,39.72,1002.75,58.85,455.81
19.5,65.12,1015.53,73.87,453.99
18.4,40.79,1006.18,92.36,461.29
22.7,60.84,1019.15,71.48,438.59
6.07,38.91,1019.25,83.39,483.56
32.69,72.86,1003.57,56.84,431.76
14.33,42.86,1010.82,88.59,469.52
30.35,69.51,1009.95,39.24,430.07
26.91,70.02,1010.75,59.48,445.31
19.41,46.63,1013.23,86.28,452.6
17.89,44.78,1010.03,53.78,457.74
11.46,38.91,1012.34,77.37,477.5
12.82,41.58,1020.37,81.06,464.07
20.77,51.3,1013.89,88.72,450.97
29.8,69.34,1009.36,64.74,437.65
19.69,56.65,1020.82,71.54,453.96
12.09,40.6,1013.85,85.72,474.35
18.99,56.65,1020.46,77.16,457.55
22.17,70.47,1011.07,82.57,441.14
28.77,58.33,1013.73,36.6,448.06
26.04,52.84,1005.68,65.18,439.36
23.55,73.18,1011.85,87.97,437.88
9.39,39.66,1019.22,75.33,482.16
28.08,64.44,1013.02,64.34,440.26
28.41,66.91,1008.22,57.93,440.52
32.02,67.83,1007.77,53.31,426.55
33.96,68.94,1006.93,47.39,427.06
9.88,40.0,1021.4,92.06,481.58
28.23,62.26,1010.88,60.86,435.76
8.66,44.68,1022.99,95.45,479.62
32.57,78.92,1011.6,66.47,430.12
6.9,40.71,1021.78,94.8,471.43
13.41,54.3,1016.48,79.28,467.88
30.38,74.16,1007.44,74.77,432.84
18.68,53.29,1018.16,75.01,459.89
17.69,65.46,1013.72,67.28,448.49
20.98,43.77,1010.67,62.73,449.88
12.36,40.56,1022.11,72.99,474.71
13.7,42.86,1030.68,79.77,470.28
26.92,67.25,1017.74,61.68,434.05
29.48,73.21,1000.67,79.35,433.53
9.77,44.68,1023.37,91.4,477.56
22.45,41.54,1012.69,70.89,460.07
9.51,38.38,1022.77,73.82,474.93
11.6,40.69,1015.51,86.55,474.99
12.88,42.74,1026.25,74.54,470.89
14.24,39.58,1011.17,70.45,469.94
27.62,72.43,1007.54,71.33,428.76
9.76,40.71,1020.88,91.82,470.95
21.98,55.97,1009.12,89.51,442.65
23.39,63.94,1010.54,89.94,441.44
23.32,69.13,1010.75,91.84,435.27
27.14,70.32,1007.08,73.08,427.21
32.09,69.4,1003.1,56.91,430.62
14.07,40.78,1024.67,72.66,456.71
12.07,39.99,1009.7,93.27,473.06
25.62,60.29,1017.81,51.24,444.94
26.17,48.6,1002.59,61.41,439.86
14.82,44.58,1020.13,74.88,473.17
9.27,42.02,1004.29,95.05,474.93
24.43,47.45,1007.68,65.18,446.45
17.81,45.0,1022.32,43.84,471.0
25.04,70.36,1006.56,75.91,436.47
22.44,63.47,1012.02,91.08,444.65
30.07,70.98,1007.74,75.68,437.55
23.09,69.71,1009.75,91.35,437.7
13.92,41.16,1003.83,88.69,465.33
15.03,40.66,1016.58,84.08,459.46
13.64,43.71,1024.41,84.46,468.85
7.64,42.28,1008.46,84.29,484.78
20.47,58.16,1016.97,68.6,453.99
28.63,66.56,1005.88,64.73,427.35
13.78,44.47,1027.94,71.09,467.22
16.64,43.14,1019.03,82.88,459.0
20.94,68.12,1012.43,78.2,446.41
25.21,59.21,1013.19,62.85,438.7
14.28,43.02,1012.97,49.44,467.83
14.36,41.26,1021.16,73.43,462.25
11.41,40.1,1014.27,91.17,476.81
18.19,41.85,1014.93,61.37,466.86
14.23,46.18,1017.39,87.29,463.86
23.83,71.37,1002.04,64.78,443.29
27.14,71.32,1007.8,87.99,431.96
25.55,58.95,1017.12,51.84,442.3
22.85,47.43,1008.13,66.36,448.15
9.29,39.04,1022.72,74.29,482.55
16.73,58.59,1015.02,89.61,455.3
30.27,64.69,1006.3,53.69,435.67
15.34,36.99,1007.87,94.59,464.58
26.12,63.94,1017.97,44.81,441.46
16.36,39.99,1008.91,72.48,462.5
18.19,43.96,1011.87,79.68,464.58
10.39,40.96,1023.51,84.73,479.0
26.53,65.61,1014.29,50.9,442.64
15.99,39.63,1006.09,89.92,464.95
28.32,71.32,1008.02,78.82,433.82
7.92,41.66,1014.84,76.12,483.38
22.95,67.79,1009.89,91.69,442.19
10.18,43.5,1022.84,88.7,476.91
22.35,54.42,1012.46,75.01,454.72
22.84,59.39,1014.61,80.36,443.71
15.62,41.76,1023.82,66.17,459.72
11.68,40.55,1022.21,85.76,475.13
25.79,75.6,1017.46,75.63,434.65
21.6,43.43,1010.28,61.87,446.4
12.0,39.96,1011.73,77.77,471.42
28.28,69.48,1008.56,61.3,428.75
27.36,48.6,1003.18,54.93,436.06
10.35,40.27,1005.09,92.42,477.8
30.07,69.82,1010.39,57.53,437.38
21.84,59.39,1015.77,88.12,442.11
7.28,40.67,1020.16,72.7,493.3
26.6,63.07,1011.97,61.3,442.25
14.1,42.18,1015.05,78.25,463.3
24.43,58.05,1011.88,71.39,445.68
21.52,66.51,1015.32,72.85,444.87
7.55,43.65,1019.09,61.71,481.61
27.71,70.32,1008.63,64.05,432.59
12.12,41.17,1017.68,78.72,470.67
21.16,65.48,1016.99,72.79,446.37
25.42,66.05,1016.74,68.92,442.6
16.71,46.18,1011.61,95.82,459.4
16.64,53.82,1015.13,68.24,459.01
21.47,60.77,1018.06,85.73,444.02
3.99,39.64,1011.53,83.58,492.06
23.75,60.29,1017.36,64.04,449.57
27.4,77.24,1007.65,78.13,435.74
23.42,58.79,1009.74,81.54,441.46
27.0,71.25,1002.66,70.59,437.22
19.82,57.85,1011.58,97.23,447.36
24.94,62.96,1019.76,58.44,443.48
30.71,68.24,1006.15,34.15,429.41
4.56,40.27,1011.13,80.24,493.87
24.39,51.86,1014.92,59.98,447.7
11.27,40.62,1017.03,61.94,471.26
12.09,38.25,1013.61,81.28,469.29
22.44,63.86,1020.0,64.83,447.3
20.56,43.79,1015.85,45.7,462.11
23.38,48.78,1019.03,78.69,446.18
20.55,48.98,1016.1,63.89,452.52
13.48,46.18,1018.15,88.38,464.58
7.74,42.49,1009.07,90.11,481.69
22.05,48.14,1015.81,69.94,447.37
27.18,71.06,1008.16,86.32,430.66
11.91,41.49,1019.69,96.39,470.07
8.95,36.18,1014.08,76.94,478.07
6.81,37.49,1010.74,88.25,482.21
8.51,42.32,1015.08,84.89,476.6
6.5,38.68,1017.8,62.9,483.72
31.16,67.45,1014.69,32.25,428.35
23.35,71.85,1009.32,73.48,441.28
18.28,44.71,1016.99,33.71,462.28
10.07,40.92,1021.43,97.15,467.01
29.76,57.19,1008.59,51.1,436.21
27.65,48.41,1008.54,58.25,440.94
3.6,35.19,1018.73,99.1,488.98
26.86,70.47,1007.18,72.38,434.59
19.89,50.78,1008.85,92.97,446.35
14.86,43.14,1019.21,99.14,461.14
13.26,45.51,1015.99,69.82,472.17
26.86,71.14,1007.11,76.61,426.97
19.79,60.1,1010.47,84.04,452.41
9.96,42.03,1017.78,82.39,477.85
14.48,40.83,1009.42,81.74,469.64
30.74,79.05,1005.78,73.19,430.69
12.27,49.83,1007.75,92.02,467.1
29.73,67.25,1017.64,37.79,439.06
21.38,60.84,1017.94,82.83,445.8
13.56,39.52,1016.61,78.35,470.67
18.85,44.63,1009.06,84.75,456.72
13.75,40.66,1016.41,93.31,461.81
23.55,65.94,1011.76,58.44,443.98
25.76,74.87,1010.18,65.15,443.7
24.62,72.43,1007.97,84.36,436.89
13.44,39.39,1012.93,84.29,469.67
18.07,63.31,1016.65,72.81,456.5
19.59,66.54,1012.73,85.84,447.16
9.82,39.96,1024.72,97.69,471.96
9.26,44.68,1023.22,91.44,478.82
23.17,51.19,1009.5,76.15,441.77
20.77,45.87,1008.07,76.22,452.71
25.11,56.89,1013.33,67.31,441.51
18.55,41.1,1002.02,65.16,459.97
25.09,69.68,1012.18,91.33,439.77
29.76,73.56,1008.07,84.85,432.51
14.93,42.44,1012.65,86.8,471.24
22.9,67.25,1017.74,74.53,438.62
13.0,48.79,1017.14,85.23,464.12
