instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
3230,19-05-2011,2,0,5,11,0,4,1,3,0.54,0.5152,0.88,0.1642,164
12019,20-05-2012,2,1,5,23,0,0,0,3,0.6,0.5758,0.78,0.3582,86
5210,09-08-2011,3,0,8,23,0,2,1,1,0.76,0.6818,0.48,0.2836,75
9114,20-01-2012,1,1,1,15,0,5,1,2,0.22,0.2273,0.35,0.194,156
1160,21-02-2011,1,0,2,2,1,1,0,2,0.34,0.303,0.42,0.3284,4
4611,16-07-2011,3,0,7,0,0,6,0,1,0.62,0.6061,0.65,0.194,110
11349,23-04-2012,2,1,4,1,0,1,1,3,0.34,0.303,0.87,0.3582,2
11409,25-04-2012,2,1,4,13,0,3,1,1,0.56,0.5303,0.26,0.2239,228
8358,19-12-2011,4,0,12,21,0,1,1,2,0.36,0.3485,0.53,0.1343,127
8662,01-01-2012,1,1,1,16,0,0,0,2,0.44,0.4394,0.54,0.2985,215
2003,29-03-2011,2,0,3,7,0,2,1,1,0.22,0.197,0.41,0.3582,133
5851,06-09-2011,3,0,9,6,0,2,1,2,0.54,0.5152,0.88,0.3284,72
9080,19-01-2012,1,1,1,5,0,4,1,1,0.12,0.1212,0.55,0.2537,19
8539,27-12-2011,1,0,12,12,0,2,1,3,0.3,0.3182,0.81,0.0896,24
6412,29-09-2011,4,0,9,17,0,4,1,1,0.66,0.6212,0.47,0.2985,589
5607,26-08-2011,3,0,8,12,0,5,1,2,0.76,0.7273,0.66,0.1045,243
11363,23-04-2012,2,1,4,15,0,1,1,2,0.36,0.3333,0.62,0.3881,112
14502,01-09-2012,3,1,9,10,0,6,0,2,0.78,0.7273,0.55,0.194,417
17049,18-12-2012,4,1,12,3,0,2,1,1,0.42,0.4242,0.88,0.194,5
4210,29-06-2011,3,0,6,7,0,3,1,1,0.7,0.6515,0.54,0.2239,336
2765,30-04-2011,2,0,4,2,0,6,0,2,0.44,0.4394,0.54,0.2239,65
9639,11-02-2012,1,1,2,13,0,6,0,2,0.26,0.2424,0.81,0.2836,235
12869,25-06-2012,3,1,6,9,0,1,1,1,0.7,0.6515,0.65,0.194,268
3828,13-06-2011,2,0,6,9,0,1,1,1,0.62,0.6212,0.46,0.3582,224
5241,11-08-2011,3,0,8,6,0,4,1,1,0.62,0.6061,0.65,0.1642,106
7814,27-11-2011,4,0,11,4,0,0,0,1,0.34,0.3485,0.87,0.1045,4
483,22-01-2011,1,0,1,3,0,6,0,2,0.04,0.0303,0.41,0.2836,7
1994,28-03-2011,2,0,3,22,0,1,1,1,0.3,0.2879,0.22,0.2239,40
10008,27-02-2012,1,1,2,0,0,1,1,1,0.26,0.2424,0.6,0.2537,29
7134,29-10-2011,4,0,10,20,0,6,0,1,0.24,0.2121,0.87,0.3582,47
12851,24-06-2012,3,1,6,15,0,0,0,1,0.86,0.7424,0.28,0.2239,487
6704,11-10-2011,4,0,10,21,0,2,1,2,0.58,0.5455,0.78,0.194,175
7041,25-10-2011,4,0,10,23,0,2,1,1,0.44,0.4394,0.72,0.1343,94
6223,21-09-2011,3,0,9,20,0,3,1,3,0.62,0.5455,0.94,0,160
6784,15-10-2011,4,0,10,5,0,6,0,1,0.42,0.4242,0.71,0.1642,7
15128,27-09-2012,4,1,9,12,0,4,1,2,0.74,0.6667,0.48,0.1343,335
15130,27-09-2012,4,1,9,14,0,4,1,2,0.76,0.6818,0.45,0.0896,258
2455,17-04-2011,2,0,4,4,0,0,0,1,0.36,0.3636,0.76,0.1045,7
4893,27-07-2011,3,0,7,18,0,3,1,1,0.82,0.7121,0.28,0.1045,541
9175,23-01-2012,1,1,1,4,0,1,1,2,0.2,0.2576,0.8,0,1
13886,06-08-2012,3,1,8,18,0,1,1,1,0.82,0.7424,0.41,0.1343,843
16821,08-12-2012,4,1,12,15,0,6,0,1,0.42,0.4242,0.82,0.1642,541
1540,09-03-2011,1,0,3,12,0,3,1,2,0.32,0.303,0.76,0.2537,98
11745,09-05-2012,2,1,5,13,0,3,1,2,0.64,0.6212,0.53,0.2537,266
16259,15-11-2012,4,1,11,4,0,4,1,2,0.28,0.2879,0.65,0.1343,5
16757,05-12-2012,4,1,12,23,0,3,1,1,0.3,0.2727,0.49,0.3881,74
1584,11-03-2011,1,0,3,11,0,5,1,2,0.32,0.303,0.57,0.2985,81
8429,22-12-2011,1,0,12,20,0,4,1,3,0.42,0.4242,0.71,0,33
1870,23-03-2011,2,0,3,16,0,3,1,2,0.4,0.4091,0.76,0.2239,136
1844,22-03-2011,2,0,3,13,0,2,1,1,0.5,0.4848,0.45,0.2239,106
12494,09-06-2012,2,1,6,18,0,6,0,1,0.82,0.697,0.24,0.2239,451
16288,16-11-2012,4,1,11,9,0,5,1,1,0.34,0.3485,0.53,0.1045,351
5585,25-08-2011,3,0,8,14,0,4,1,2,0.72,0.697,0.74,0,113
3497,30-05-2011,2,0,5,14,1,1,0,1,0.88,0.803,0.39,0,327
8508,26-12-2011,1,0,12,5,1,1,0,1,0.34,0.303,0.42,0.3881,4
2895,05-05-2011,2,0,5,12,0,4,1,1,0.52,0.5,0.34,0.3582,196
17023,17-12-2012,4,1,12,1,0,1,1,2,0.38,0.3939,0.87,0.1045,15
12037,21-05-2012,2,1,5,17,0,1,1,2,0.66,0.6212,0.69,0.2537,508
15592,16-10-2012,4,1,10,20,0,2,1,1,0.46,0.4545,0.55,0,432
12503,10-06-2012,2,1,6,3,0,0,0,1,0.64,0.6061,0.73,0.1045,29
7866,29-11-2011,4,0,11,9,0,2,1,3,0.56,0.5303,0.73,0.4179,202
8145,11-12-2011,4,0,12,0,0,0,0,1,0.2,0.197,0.51,0.2239,74
15209,30-09-2012,4,1,9,21,0,0,0,1,0.5,0.4848,0.68,0,123
1838,22-03-2011,2,0,3,7,0,2,1,2,0.4,0.4091,0.76,0.1045,136
13037,02-07-2012,3,1,7,9,0,1,1,1,0.78,0.697,0.46,0.2537,295
16826,08-12-2012,4,1,12,20,0,6,0,2,0.36,0.3788,1,0,182
7548,16-11-2011,4,0,11,2,0,3,1,2,0.46,0.4545,0.94,0.1045,10
2004,29-03-2011,2,0,3,8,0,2,1,1,0.24,0.2121,0.35,0.3582,287
12024,21-05-2012,2,1,5,4,0,1,1,3,0.56,0.5303,0.88,0.2985,7
14085,15-08-2012,3,1,8,1,0,3,1,1,0.7,0.6515,0.61,0,37
17212,24-12-2012,1,1,12,23,0,1,1,3,0.24,0.2879,0.93,0,11
391,17-01-2011,1,0,1,18,1,1,0,2,0.18,0.1667,0.55,0.2537,92
62,03-01-2011,1,0,1,16,0,1,1,1,0.26,0.2424,0.3,0.2537,76
10866,02-04-2012,2,1,4,21,0,1,1,1,0.46,0.4545,0.28,0.1343,238
10959,06-04-2012,2,1,4,18,0,5,1,1,0.5,0.4848,0.22,0.4627,484
8561,28-12-2011,1,0,12,11,0,3,1,1,0.36,0.3333,0.46,0.3582,111
15930,01-11-2012,4,1,11,10,0,4,1,3,0.36,0.3485,0.62,0.194,146
1178,21-02-2011,1,0,2,20,1,1,0,3,0.24,0.2121,0.81,0.3881,29
3307,22-05-2011,2,0,5,16,0,0,0,1,0.68,0.6364,0.61,0.1343,273
15215,01-10-2012,4,1,10,3,0,1,1,1,0.44,0.4394,0.77,0,7
2848,03-05-2011,2,0,5,13,0,2,1,2,0.7,0.6515,0.58,0.6119,194
1041,16-02-2011,1,0,2,1,0,3,1,1,0.2,0.2273,0.44,0.0896,9
15298,04-10-2012,4,1,10,14,0,4,1,1,0.7,0.6515,0.61,0.2537,267
7172,31-10-2011,4,0,10,10,0,1,1,2,0.36,0.3485,0.57,0.1642,105
13948,09-08-2012,3,1,8,8,0,4,1,1,0.72,0.697,0.74,0.1045,698
17120,21-12-2012,1,1,12,2,0,5,1,3,0.46,0.4545,0.94,0.3881,3
4420,08-07-2011,3,0,7,1,0,5,1,1,0.72,0.697,0.79,0,34
75,04-01-2011,1,0,1,6,0,2,1,1,0.12,0.1515,0.74,0.1045,36
6761,14-10-2011,4,0,10,6,0,5,1,3,0.56,0.5303,0.88,0.194,94
12812,23-06-2012,3,1,6,0,0,6,0,1,0.64,0.5758,0.83,0,116
12641,15-06-2012,2,1,6,21,0,5,1,1,0.66,0.6212,0.5,0.1045,333
2169,05-04-2011,2,0,4,5,0,2,1,3,0.46,0.4545,0.94,0.2985,5
1478,06-03-2011,1,0,3,21,0,0,0,3,0.24,0.1818,0.93,0.6119,7
13292,13-07-2012,3,1,7,0,0,5,1,2,0.7,0.6515,0.54,0.1642,95
5719,31-08-2011,3,0,8,17,0,3,1,1,0.72,0.6515,0.45,0.1343,608
6101,16-09-2011,3,0,9,18,0,5,1,2,0.52,0.5,0.52,0.1642,482
3971,19-06-2011,2,0,6,8,0,0,0,3,0.68,0.6364,0.74,0.1045,84
15501,13-10-2012,4,1,10,1,0,6,0,1,0.34,0.3333,0.53,0.1343,146
3053,12-05-2011,2,0,5,2,0,4,1,1,0.44,0.4394,0.94,0.194,15
8826,08-01-2012,1,1,1,13,0,0,0,1,0.4,0.4091,0.37,0.2985,343
1798,20-03-2011,1,0,3,14,0,0,0,1,0.4,0.4091,0.3,0,279
1905,25-03-2011,2,0,3,3,0,5,1,1,0.2,0.2273,0.69,0.1045,2
14314,24-08-2012,3,1,8,14,0,5,1,1,0.78,0.697,0.43,0.1045,338
16633,30-11-2012,4,1,11,19,0,5,1,1,0.32,0.3485,0.66,0,377
9217,24-01-2012,1,1,1,22,0,2,1,1,0.32,0.3485,0.81,0,125
4473,10-07-2011,3,0,7,6,0,0,0,1,0.64,0.5909,0.78,0.0896,25
1667,15-03-2011,1,0,3,0,0,2,1,1,0.32,0.3485,0.53,0,14
6375,28-09-2011,4,0,9,4,0,3,1,1,0.6,0.5455,0.88,0,4
7478,13-11-2011,4,0,11,4,0,0,0,2,0.36,0.3485,0.62,0.1343,6
16296,16-11-2012,4,1,11,17,0,5,1,1,0.36,0.3485,0.46,0.194,580
12030,21-05-2012,2,1,5,10,0,1,1,3,0.58,0.5455,0.88,0.2836,99
10045,28-02-2012,1,1,2,13,0,2,1,1,0.36,0.3636,0.32,0.1045,190
14465,30-08-2012,3,1,8,21,0,4,1,1,0.72,0.6818,0.66,0.1343,307
7626,19-11-2011,4,0,11,8,0,6,0,1,0.26,0.2424,0.56,0.2537,92
5076,04-08-2011,3,0,8,9,0,4,1,1,0.72,0.697,0.74,0.3284,187
13409,17-07-2012,3,1,7,21,0,2,1,1,0.82,0.7727,0.52,0.1343,333
7429,11-11-2011,4,0,11,3,1,5,0,1,0.3,0.2879,0.61,0.194,6
3235,19-05-2011,2,0,5,16,0,4,1,1,0.58,0.5455,0.64,0.194,302
9431,02-02-2012,1,1,2,20,0,4,1,1,0.36,0.3182,0.46,0.5224,213
2727,28-04-2011,2,0,4,12,0,4,1,2,0.62,0.5909,0.78,0.2537,107
10252,08-03-2012,1,1,3,5,0,4,1,1,0.42,0.4242,0.77,0.2239,29
17354,30-12-2012,1,1,12,22,0,0,0,1,0.2,0.197,0.55,0.194,36
5458,20-08-2011,3,0,8,7,0,6,0,1,0.62,0.5758,0.83,0,44
9107,20-01-2012,1,1,1,8,0,5,1,1,0.22,0.2121,0.64,0.2537,425
5239,11-08-2011,3,0,8,4,0,4,1,1,0.64,0.6212,0.57,0.1642,5
11308,21-04-2012,2,1,4,8,0,6,0,1,0.52,0.5,0.81,0.2537,201
10820,31-03-2012,2,1,3,22,0,6,0,2,0.38,0.3939,0.71,0.2537,156
1163,21-02-2011,1,0,2,5,1,1,0,2,0.34,0.3636,0.36,0,3
6847,17-10-2011,4,0,10,20,0,1,1,1,0.52,0.5,0.77,0.1045,229
14380,27-08-2012,3,1,8,8,0,1,1,1,0.66,0.6061,0.83,0.0896,699
14155,17-08-2012,3,1,8,23,0,5,1,3,0.64,0.2424,0.83,0.2239,121
669,31-01-2011,1,0,1,4,0,1,1,1,0.2,0.197,0.59,0.2239,2
9230,25-01-2012,1,1,1,11,0,3,1,2,0.3,0.2727,0.61,0.2985,157
8839,09-01-2012,1,1,1,2,0,1,1,1,0.24,0.2424,0.56,0.1343,5
11954,18-05-2012,2,1,5,6,0,5,1,1,0.44,0.4394,0.77,0.1343,182
3920,17-06-2011,2,0,6,5,0,5,1,1,0.54,0.5152,1,0,13
1799,20-03-2011,1,0,3,15,0,0,0,1,0.4,0.4091,0.32,0.0896,308
8348,19-12-2011,4,0,12,11,0,1,1,1,0.26,0.2424,0.65,0.2537,127
5020,02-08-2011,3,0,8,1,0,2,1,1,0.66,0.6212,0.74,0.1045,12
1433,04-03-2011,1,0,3,23,0,5,1,2,0.3,0.303,0.75,0.1642,46
2932,07-05-2011,2,0,5,1,0,6,0,1,0.42,0.4242,0.82,0.1045,58
17188,23-12-2012,1,1,12,22,0,0,0,1,0.24,0.2576,0.6,0.1045,58
14018,12-08-2012,3,1,8,6,0,0,0,1,0.64,0.6061,0.65,0.1642,16
6183,20-09-2011,3,0,9,4,0,2,1,1,0.54,0.5152,0.88,0.194,6
15358,07-10-2012,4,1,10,2,0,0,0,1,0.42,0.4242,0.62,0.1343,74
11091,12-04-2012,2,1,4,7,0,4,1,1,0.3,0.2727,0.65,0.3284,306
13360,15-07-2012,3,1,7,20,0,0,0,1,0.72,0.697,0.79,0.2537,294
16255,15-11-2012,4,1,11,0,0,4,1,2,0.26,0.303,0.65,0,34
1675,15-03-2011,1,0,3,9,0,2,1,2,0.3,0.3333,0.7,0,157
12432,07-06-2012,2,1,6,4,0,4,1,1,0.46,0.4545,0.88,0.1045,6
13294,13-07-2012,3,1,7,2,0,5,1,2,0.66,0.6212,0.61,0.0896,17
3566,02-06-2011,2,0,6,11,0,4,1,1,0.74,0.6515,0.28,0.3881,165
15649,19-10-2012,4,1,10,5,0,5,1,2,0.54,0.5152,0.88,0,36
13201,09-07-2012,3,1,7,5,0,1,1,2,0.66,0.6061,0.83,0.2239,28
10197,05-03-2012,1,1,3,22,0,1,1,1,0.24,0.2121,0.35,0.3284,78
14030,12-08-2012,3,1,8,18,0,0,0,1,0.78,0.6818,0.35,0.1045,491
10226,07-03-2012,1,1,3,3,0,3,1,1,0.3,0.2727,0.56,0.3582,3
4068,23-06-2011,3,0,6,9,0,4,1,2,0.74,0.697,0.7,0.1343,227
1928,26-03-2011,2,0,3,2,0,6,0,1,0.22,0.2121,0.44,0.2239,25
7355,08-11-2011,4,0,11,1,0,2,1,1,0.32,0.3333,0.93,0.1045,11
16426,22-11-2012,4,1,11,3,1,4,0,1,0.24,0.2576,0.75,0.1045,6
14515,01-09-2012,3,1,9,23,0,6,0,1,0.66,0.5909,0.89,0.0896,145
5436,19-08-2011,3,0,8,9,0,5,1,1,0.7,0.6515,0.65,0.1343,218
2383,14-04-2011,2,0,4,4,0,4,1,1,0.34,0.3636,0.76,0,9
12293,01-06-2012,2,1,6,9,0,5,1,2,0.64,0.5758,0.83,0.2239,298
16240,14-11-2012,4,1,11,9,0,3,1,1,0.3,0.2727,0.52,0.3881,332
15637,18-10-2012,4,1,10,17,0,4,1,2,0.58,0.5455,0.64,0.3284,890
14952,20-09-2012,3,1,9,4,0,4,1,1,0.44,0.4394,0.77,0.1045,6
7915,01-12-2011,4,0,12,10,0,4,1,1,0.32,0.303,0.53,0.2985,93
15541,14-10-2012,4,1,10,17,0,0,0,1,0.64,0.6212,0.44,0.194,539
209,09-01-2011,1,0,1,23,0,0,0,1,0.12,0.1364,0.5,0.194,6
14324,25-08-2012,3,1,8,0,0,6,0,2,0.7,0.6515,0.61,0,135
8982,15-01-2012,1,1,1,2,0,0,0,2,0.16,0.1364,0.47,0.2836,43
16068,07-11-2012,4,1,11,4,0,3,1,2,0.28,0.2576,0.52,0.2985,9
2012,29-03-2011,2,0,3,16,0,2,1,1,0.38,0.3939,0.22,0.1642,136
6442,30-09-2011,4,0,9,23,0,5,1,1,0.52,0.5,0.55,0.3284,132
17106,20-12-2012,4,1,12,12,0,4,1,2,0.36,0.3485,0.53,0.1642,212
8165,11-12-2011,4,0,12,20,0,0,0,1,0.22,0.2424,0.55,0.1045,72
5317,14-08-2011,3,0,8,10,0,0,0,1,0.7,0.6667,0.79,0.2239,183
985,13-02-2011,1,0,2,16,0,0,0,2,0.42,0.4242,0.28,0.3284,134
12715,18-06-2012,2,1,6,23,0,1,1,3,0.6,0.5758,0.78,0.194,74
15660,19-10-2012,4,1,10,16,0,5,1,3,0.62,0.6061,0.69,0.3582,565
10432,15-03-2012,1,1,3,18,0,4,1,1,0.66,0.6212,0.44,0.2836,746
11301,21-04-2012,2,1,4,1,0,6,0,1,0.52,0.5,0.77,0.2239,88
2781,30-04-2011,2,0,4,18,0,6,0,1,0.54,0.5152,0.43,0.1343,371
14828,15-09-2012,3,1,9,0,0,6,0,1,0.6,0.5606,0.83,0.1045,207
7882,30-11-2011,4,0,11,1,0,3,1,1,0.34,0.303,0.66,0.3284,8
16999,16-12-2012,4,1,12,1,0,0,0,3,0.34,0.3485,0.76,0.1045,96
13724,31-07-2012,3,1,7,0,0,2,1,1,0.68,0.6364,0.79,0.1343,38
7063,26-10-2011,4,0,10,21,0,3,1,2,0.52,0.5,0.77,0,157
8936,13-01-2012,1,1,1,4,0,5,1,3,0.32,0.2879,0.7,0.4925,3
7813,27-11-2011,4,0,11,3,0,0,0,1,0.34,0.3636,0.87,0,17
2652,25-04-2011,2,0,4,9,0,1,1,1,0.6,0.5606,0.83,0.1343,174
14192,19-08-2012,3,1,8,12,0,0,0,3,0.64,0.6061,0.73,0,298
10699,26-03-2012,2,1,3,21,0,1,1,1,0.38,0.3939,0.25,0.4925,186
1841,22-03-2011,2,0,3,10,0,2,1,2,0.44,0.4394,0.54,0.2985,124
7231,02-11-2011,4,0,11,21,0,3,1,1,0.38,0.3939,0.71,0.1343,168
8565,28-12-2011,1,0,12,15,0,3,1,1,0.32,0.2879,0.36,0.4179,117
14668,08-09-2012,3,1,9,8,0,6,0,1,0.7,0.6667,0.79,0.3284,230
10143,03-03-2012,1,1,3,16,0,6,0,1,0.5,0.4848,0.27,0.2985,467
12056,22-05-2012,2,1,5,12,0,2,1,2,0.62,0.5909,0.78,0.1045,254
12507,10-06-2012,2,1,6,7,0,0,0,1,0.6,0.5758,0.78,0.1045,62
2348,12-04-2011,2,0,4,17,0,2,1,3,0.44,0.4394,0.77,0.2239,291
15114,26-09-2012,4,1,9,22,0,3,1,3,0.62,0.6061,0.69,0.194,215
12500,10-06-2012,2,1,6,0,0,0,0,1,0.66,0.6212,0.69,0.1045,158
8290,17-12-2011,4,0,12,1,0,6,0,2,0.3,0.2879,0.52,0.2537,43
2170,05-04-2011,2,0,4,6,0,2,1,2,0.48,0.4697,0.88,0.3284,38
11843,13-05-2012,2,1,5,15,0,0,0,1,0.72,0.6515,0.45,0.3582,499
1929,26-03-2011,2,0,3,3,0,6,0,1,0.2,0.197,0.47,0.194,9
13982,10-08-2012,3,1,8,18,0,5,1,1,0.76,0.7121,0.62,0.2985,640
6414,29-09-2011,4,0,9,19,0,4,1,1,0.62,0.6212,0.5,0.0896,384
15246,02-10-2012,4,1,10,10,0,2,1,3,0.58,0.5455,0.88,0.1343,45
2889,05-05-2011,2,0,5,6,0,4,1,1,0.34,0.3182,0.66,0.2537,89
6677,10-10-2011,4,0,10,18,1,1,0,2,0.64,0.6212,0.53,0,473
16936,13-12-2012,4,1,12,10,0,4,1,1,0.32,0.303,0.45,0.2836,167
3661,06-06-2011,2,0,6,10,0,1,1,1,0.72,0.6667,0.51,0.2239,95
11956,18-05-2012,2,1,5,8,0,5,1,1,0.52,0.5,0.59,0.1343,745
13650,27-07-2012,3,1,7,22,0,5,1,1,0.78,0.7424,0.59,0.1343,199
11936,17-05-2012,2,1,5,12,0,4,1,1,0.6,0.6212,0.43,0.194,348
7358,08-11-2011,4,0,11,4,0,2,1,1,0.3,0.3333,0.87,0,4
1333,28-02-2011,1,0,2,19,0,1,1,3,0.44,0.4394,0.88,0.6119,80
12398,05-06-2012,2,1,6,18,0,2,1,1,0.6,0.6212,0.43,0.194,790
2738,28-04-2011,2,0,4,23,0,4,1,1,0.54,0.5152,0.39,0.0896,110
11737,09-05-2012,2,1,5,5,0,3,1,2,0.56,0.5303,0.88,0.1343,28
11655,05-05-2012,2,1,5,19,0,6,0,2,0.62,0.5909,0.73,0.3284,405
11521,30-04-2012,2,1,4,5,0,1,1,1,0.38,0.3939,0.62,0.2537,20
9656,12-02-2012,1,1,2,6,0,0,0,1,0.1,0.0758,0.49,0.3881,2
14058,13-08-2012,3,1,8,22,0,1,1,1,0.72,0.6818,0.62,0.3284,192
5306,13-08-2011,3,0,8,23,0,6,0,2,0.66,0.6061,0.83,0.3284,120
11501,29-04-2012,2,1,4,9,0,0,0,1,0.4,0.4091,0.71,0.1343,185
16195,12-11-2012,4,1,11,12,1,1,0,1,0.56,0.5303,0.64,0.2239,419
5878,07-09-2011,3,0,9,9,0,3,1,3,0.6,0.5455,0.88,0.1343,190
6285,24-09-2011,4,0,9,10,0,6,0,2,0.6,0.5455,0.88,0.0896,293
12440,07-06-2012,2,1,6,12,0,4,1,1,0.7,0.6364,0.42,0,336
6220,21-09-2011,3,0,9,17,0,3,1,3,0.66,0.6212,0.74,0.1642,536
14706,09-09-2012,3,1,9,22,0,0,0,1,0.58,0.5455,0.49,0.2537,189
1672,15-03-2011,1,0,3,6,0,2,1,1,0.22,0.2273,0.8,0.194,35
16106,08-11-2012,4,1,11,19,0,4,1,1,0.38,0.3939,0.27,0.3582,373
5517,22-08-2011,3,0,8,18,0,1,1,1,0.72,0.6515,0.28,0.2985,609
2108,02-04-2011,2,0,4,16,0,6,0,1,0.38,0.3939,0.62,0.3284,196
2337,12-04-2011,2,0,4,6,0,2,1,2,0.54,0.5152,0.68,0.2836,58
12202,28-05-2012,2,1,5,14,1,1,0,1,0.8,0.7879,0.63,0.2836,465
6137,18-09-2011,3,0,9,6,0,0,0,1,0.44,0.4394,0.77,0.2537,12
8840,09-01-2012,1,1,1,3,0,1,1,1,0.24,0.2424,0.52,0.1642,3
13450,19-07-2012,3,1,7,14,0,4,1,1,0.86,0.7879,0.44,0.0896,197
12065,22-05-2012,2,1,5,21,0,2,1,1,0.62,0.5909,0.78,0.1343,261
2617,23-04-2011,2,0,4,22,0,6,0,2,0.58,0.5455,0.78,0.2537,169
6078,15-09-2011,3,0,9,19,0,4,1,1,0.46,0.4545,0.67,0.4627,232
15010,22-09-2012,3,1,9,14,0,6,0,1,0.76,0.6818,0.48,0.2836,654
8463,24-12-2011,1,0,12,6,0,6,0,2,0.3,0.303,0.75,0.1642,10
13358,15-07-2012,3,1,7,18,0,0,0,3,0.72,0.697,0.79,0.3582,312
3359,24-05-2011,2,0,5,20,0,2,1,1,0.66,0.6212,0.74,0.0896,280
15910,31-10-2012,4,1,10,14,0,3,1,2,0.42,0.4242,0.5,0.2239,224
7072,27-10-2011,4,0,10,6,0,4,1,3,0.5,0.4848,0.82,0,46
9600,09-02-2012,1,1,2,22,0,4,1,2,0.3,0.3333,0.56,0,107
16639,01-12-2012,4,1,12,1,0,6,0,1,0.26,0.303,0.81,0,69
8386,21-12-2011,1,0,12,1,0,3,1,2,0.36,0.3636,0.66,0.1045,11
16565,27-11-2012,4,1,11,22,0,2,1,1,0.24,0.2424,0.81,0.1642,97
7223,02-11-2011,4,0,11,13,0,3,1,1,0.48,0.4697,0.48,0.1642,161
12880,25-06-2012,3,1,6,20,0,1,1,1,0.72,0.6515,0.3,0.4478,475
16636,30-11-2012,4,1,11,22,0,5,1,1,0.3,0.3333,0.75,0,163
9603,10-02-2012,1,1,2,1,0,5,1,2,0.28,0.303,0.61,0.0896,13
3470,29-05-2011,2,0,5,11,0,0,0,2,0.66,0.6061,0.83,0.2836,319
1710,16-03-2011,1,0,3,21,0,3,1,2,0.42,0.4242,0.58,0.2836,78
9311,28-01-2012,1,1,1,20,0,6,0,1,0.4,0.4091,0.35,0.3881,120
5188,09-08-2011,3,0,8,1,0,2,1,1,0.72,0.6818,0.66,0,14
2298,10-04-2011,2,0,4,14,0,0,0,1,0.5,0.4848,0.72,0.194,281
4369,05-07-2011,3,0,7,22,0,2,1,1,0.76,0.7273,0.66,0.2239,155
12566,12-06-2012,2,1,6,18,0,2,1,1,0.68,0.6364,0.83,0.194,653
2805,01-05-2011,2,0,5,18,0,0,0,2,0.46,0.4545,0.82,0.0896,159
9025,16-01-2012,1,1,1,21,1,1,0,1,0.28,0.2576,0.52,0.3284,49
14880,17-09-2012,3,1,9,4,0,1,1,1,0.5,0.4848,0.77,0,11
4523,12-07-2011,3,0,7,8,0,2,1,1,0.76,0.7121,0.58,0.2239,417
14090,15-08-2012,3,1,8,6,0,3,1,1,0.64,0.5909,0.78,0.1045,172
16074,07-11-2012,4,1,11,10,0,3,1,2,0.28,0.2576,0.56,0.2985,178
4189,28-06-2011,3,0,6,10,0,2,1,1,0.8,0.7424,0.49,0.1642,157
1579,11-03-2011,1,0,3,6,0,5,1,1,0.26,0.2424,0.81,0.2836,32
15602,17-10-2012,4,1,10,6,0,3,1,1,0.38,0.3939,0.82,0,178
13430,18-07-2012,3,1,7,18,0,3,1,2,0.76,0.7121,0.62,0.1343,643
5320,14-08-2011,3,0,8,13,0,0,0,1,0.72,0.697,0.74,0.2537,377
10343,12-03-2012,1,1,3,1,0,1,1,1,0.38,0.3939,0.5,0.1343,10
5110,05-08-2011,3,0,8,19,0,5,1,1,0.74,0.6818,0.55,0.2537,372
14542,03-09-2012,3,1,9,2,1,1,0,1,0.66,0.5909,0.89,0.1045,40
9660,12-02-2012,1,1,2,10,0,0,0,1,0.12,0.1061,0.42,0.3582,91
12531,11-06-2012,2,1,6,7,0,1,1,1,0.64,0.5909,0.78,0.1045,503
317,14-01-2011,1,0,1,16,0,5,1,1,0.22,0.2424,0.41,0.1045,90
16422,21-11-2012,4,1,11,23,0,3,1,1,0.32,0.3485,0.61,0,57
11862,14-05-2012,2,1,5,10,0,1,1,3,0.54,0.5152,0.88,0.2537,59
8422,22-12-2011,1,0,12,13,0,4,1,2,0.46,0.4545,0.63,0,188
13144,06-07-2012,3,1,7,20,0,5,1,1,0.86,0.7727,0.39,0.1045,336
9586,09-02-2012,1,1,2,8,0,4,1,1,0.2,0.197,0.64,0.2537,484
6434,30-09-2011,4,0,9,15,0,5,1,1,0.64,0.6212,0.5,0.2836,245
14469,31-08-2012,3,1,8,1,0,5,1,1,0.68,0.6364,0.83,0.1642,32
16117,09-11-2012,4,1,11,6,0,5,1,1,0.26,0.2727,0.65,0.1045,131
12620,15-06-2012,2,1,6,0,0,5,1,1,0.6,0.5909,0.73,0.1642,94
4759,22-07-2011,3,0,7,4,0,5,1,1,0.76,0.7424,0.75,0.1045,13
5012,01-08-2011,3,0,8,17,0,1,1,1,0.76,0.6818,0.45,0.2985,514
6601,07-10-2011,4,0,10,14,0,5,1,1,0.62,0.6212,0.5,0,256
10802,31-03-2012,2,1,3,4,0,6,0,1,0.42,0.4242,0.77,0.4179,8
2886,05-05-2011,2,0,5,3,0,4,1,1,0.34,0.3182,0.66,0.2537,4
11153,14-04-2012,2,1,4,21,0,6,0,2,0.56,0.5303,0.43,0.1343,220
11973,19-05-2012,2,1,5,1,0,6,0,1,0.5,0.4848,0.48,0,104
8568,28-12-2011,1,0,12,18,0,3,1,1,0.26,0.2273,0.38,0.3284,169
852,07-02-2011,1,0,2,22,0,1,1,1,0.28,0.303,0.81,0.0896,37
9602,10-02-2012,1,1,2,0,0,5,1,2,0.28,0.303,0.65,0.0896,43
9509,06-02-2012,1,1,2,2,0,1,1,1,0.22,0.2727,0.75,0,3
15633,18-10-2012,4,1,10,13,0,4,1,1,0.62,0.6212,0.53,0.3582,332
