Timestamp,Age,Gender,City,Position ,Total years of experience,Years of experience in Germany,Seniority level,Your main technology / programming language,Other technologies/programming languages you use often,Yearly brutto salary (without bonus and stocks) in EUR,Yearly bonus + stocks in EUR,Annual brutto salary (without bonus and stocks) one year ago. Only answer if staying in the same country,Annual bonus+stocks one year ago. Only answer if staying in same country,Number of vacation days,Employment status,Сontract duration,Main language at work,Company size,Company type,Have you lost your job due to the coronavirus outbreak?,"Have you been forced to have a shorter working week (Kurzarbeit)? If yes, how many hours per week","Have you received additional monetary support from your employer due to Work From Home? If yes, how much in 2020 in EUR"
24/11/2020 18:53:16,33,Male,Berlin,Software Engineer,10,,Senior,Salesforce ,"Python, Javascript / Typescript, Apex",68000,,,,25,Full-time employee,Temporary contract,English,11-50,Startup,No,,
24/11/2020 18:53:57,26,Male,"Riga, Latvia",Software Engineer,4,0,Middle,javascript,"Javascript / Typescript, SAP / ABAP",24000,0,20000,0,20,Full-time employee,Unlimited contract,English,101-1000,Consulting / Agency,No,0,0
24/11/2020 18:54:07,41,Male,Berlin,Software Engineer,19,7,Lead,Python,"C/C++, SQL, AWS, Kubernetes, Docker",95500,14500,94000,7500,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,
24/11/2020 18:54:54,35,Male,Cologne,Software Engineer,14,7,Senior,C++,"Python, C/C++, SQL",72000,77000,70000,70000,35,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
24/11/2020 18:58:54,26,Male,Hamburg,Software Engineer,7,3.5,Senior,TypeScript,"Python, Javascript / Typescript, AWS, Docker",72000,,,,27,Full-time employee,Unlimited contract,German,101-1000,Consulting / Agency,No,,
24/11/2020 18:59:20,27,Male,Berlin,Mobile Developer,3,0,Middle,Kotlin,"Kotlin, Java / Scala",65000,,,,,Full-time employee,Unlimited contract,English,101-1000,Startup,No,,
24/11/2020 18:59:38,24,Male,Munich,Software Engineer,3,2,Middle,Java/C++,"Python, C/C++, Javascript / Typescript, Java / Scala, SQL, Kubernetes",77600,43500,72000,18800,30,Full-time employee,Unlimited contract,English,1000+,Product,No,40,1000
24/11/2020 19:07:37,35,Male,Hamburg,Software Engineer,13,3,Lead,Scala / Python,"Python, Ruby, Java / Scala, Google Cloud, Kubernetes, Docker",95000,15000,90000,0,25,Full-time employee,Unlimited contract,English,51-100,Startup,No,0,0
24/11/2020 19:07:57,31,Male,Dusseldorf,Software Engineer,7,3,Senior,C++,"Python, C/C++, Javascript / Typescript, SQL",50400,50400,50000,50000,27,Full-time employee,Unlimited contract,English,1000+,Product,No,,
24/11/2020 19:09:32,25,Male,Berlin,Backend Developer,5,0,Middle,Java,"Python, Kotlin, Java / Scala, SQL, AWS, Google Cloud, Kubernetes, Docker",80000,,,,30,Full-time employee,Unlimited contract,English,1000+,Startup,,,
24/11/2020 19:12:16,30,Male,Moscow,Backend Developer,2,,Middle,Python,"Python, SQL, Docker",13000,0,,,28,Full-time employee,Unlimited contract,Russian,51-100,Startup,No,,
24/11/2020 19:14:03,37,Male,Zurich,Project manager,20,"4 (in Switzerland), 0 (in Germany)",Middle,,,130000,20000,125000,10000,25,Full-time employee,Unlimited contract,English,1000+,Consulting / Agency,No,,300
24/11/2020 19:15:02,30,Male,Moscow,Software Engineer,5,0,Middle,C,C/C++,14712,0,14712,0,30,Full-time employee,Unlimited contract,Russian,101-1000,Product,No,40,0
24/11/2020 19:15:49,33,Male,Berlin,Product Manager,5,5,Senior,,Python,70000,800,65000,67000,30,Full-time employee,,German,101-1000,Product,No,,
24/11/2020 19:19:30,35,Male,Berlin,QA Engineer,11,10,Senior,Java,"Python, Javascript / Typescript, .NET, Java / Scala, Kubernetes, Docker",74400,,,,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,32,
24/11/2020 19:24:50,37,Male,Hamburg,Software Engineer,15,5,Senior,Java,"Python, Javascript / Typescript, Java / Scala, Go, AWS, Kubernetes, Docker",70000,0,60000,0,25,Full-time employee,Temporary contract,English,11-50,Startup,No,,
24/11/2020 19:30:15,36,Male,Hamburg,Backend Developer,10,5,Senior,Java/Scala,"Python, Go, AWS, Docker",82000,,78000,,30,Full-time employee,Unlimited contract,German,51-100,Product,No,,500
24/11/2020 19:31:46,32,Female,Cologne,Data Scientist,4,4,Senior,Python,,85000,88000,76000,78000,30,Full-time employee,Unlimited contract,English,1000+,consumer goods,No,,no
24/11/2020 19:40:48,38,Male,Berlin,Security Engineer,5,3,Lead,,"Python, C/C++, AWS, Kubernetes, Docker",80000,0,70000,3500,30,Full-time employee,Unlimited contract,English,101-1000,Startup,No,32,0
24/11/2020 19:41:27,23,Male,Berlin,Software Engineer,4,1,Middle,Javascript,"Javascript / Typescript, SQL, AWS, Docker",70500,0,58000,0,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,
24/11/2020 19:42:42,39,Male,Stuttgart,Software Engineer,11,3,Lead,PHP,"PHP, SQL, Kubernetes, Docker",75000,0,75000,0,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
24/11/2020 19:47:34,27,Female,Berlin,Data Scientist,3,3,Middle,Python,"Python, SQL, Google Cloud, Kubernetes, Docker",58000,1000,55000,0,24,Full-time employee,Unlimited contract,English,51-100,Product,No,,
24/11/2020 19:48:24,50,Male,Berlin,Software Engineer,29,2,Lead,C++,"C/C++, PHP, SQL",28800,28800,28800,28800,30,Full-time employee,Unlimited contract,German,11-50,IT-Outsourcing,No,0,0
24/11/2020 19:57:46,35,Female,Berlin,Designer (UI/UX),15,1,Middle,,,53000,65000,,,(no idea),Full-time employee,Unlimited contract,English,1000+,Product,No,,180€
24/11/2020 20:00:02,40,Male,Berlin,Architect,10,3,Middle,,"Python, R, Go",89000,10000,,,30,Full-time employee,Unlimited contract,English,101-1000,,No,,
24/11/2020 20:01:18,35,Male,Helsinki,Backend Developer,11,2.5,Senior,python,"SQL, AWS, Docker",66000,2000,53000,56000,28,Full-time employee,Unlimited contract,English,101-1000,Product,No,37.5,500
24/11/2020 20:02:15,29,Male,Berlin,Backend Developer,10,1,Senior,Ruby,Go,80000,0,,,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
24/11/2020 20:02:34,30,Male,Munich,Mobile Developer,8,2,Lead,Swift,Swift,75000,86000,60000,65000,24,Full-time employee,Unlimited contract,English,11-50,Startup,No,0,0
24/11/2020 20:04:24,24,Male,Frankfurt,Frontend Developer,3,0,Middle,JavaScript,"Javascript / Typescript, Docker",44000,3000,44000,0,26,Full-time employee,Unlimited contract,English,51-100,Product,No,0,0
24/11/2020 20:04:37,28,Male,Würzburg,Software Engineer,8,0,Senior,Java,"Kotlin, Javascript / Typescript",75000,0,,,28,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
24/11/2020 20:14:50,28,Male,Berlin,Backend Developer,9,2,Senior,PHP,"SQL, AWS, Docker",60000,1000,45000,45000,25,Full-time employee,Unlimited contract,English,11-50,Product,No,0,0
24/11/2020 20:15:27,37,Female,Berlin,Designer (UI/UX),2,1,Middle,,,70000,,,,,Full-time employee,Temporary contract,English,up to 10,Startup,No,,
24/11/2020 20:18:31,37,Male,Berlin,Software Engineer,8,5,Senior,Python ,"Python, Javascript / Typescript, SQL, Go, AWS, Google Cloud, Kubernetes, Docker",76900,77400,70000,74800,26,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
24/11/2020 20:23:25,33,Male,Berlin,Technical Lead,10,2,Lead,,"Kotlin, Java / Scala, SQL, AWS, Kubernetes, Docker",85000,,70000,,26,Full-time employee,Unlimited contract,English,1000+,Startup,No,,
24/11/2020 20:23:56,30,Male,Kiev,Backend Developer,8,0,Middle,Web developer,"PHP, Javascript / Typescript, SQL, Docker",27000,0,27000,0,21,Full-time employee,Temporary contract,Русский,51-100,Product,No,40,0
24/11/2020 20:25:32,30,Male,Munich,Frontend Developer,4,1,Middle,JavaScript/Typescript,"PHP, SQL",55000,0,,,27,Full-time employee,Unlimited contract,English,1000+,Product,No,,
24/11/2020 20:26:19,31,Male,Berlin,Software Engineer,4,2,Lead,Java,"Kotlin, SQL, AWS, Kubernetes, Docker",95000,0,89000,0,28,Full-time employee,Unlimited contract,English,1000+,Startup,No,0,0
24/11/2020 20:26:20,,Male,Munich,Software Engineer,4,3,Middle,Java,"Javascript / Typescript, AWS, Kubernetes",56000,0,56000,0,,Full-time employee,Unlimited contract,English,1000+,Product,No,,0
24/11/2020 20:26:58,28,Female,Berlin,Software Engineer,3,3,Middle,Javascript,"PHP, Javascript / Typescript",60000,0,55000,0,28,Full-time employee,Unlimited contract,English,101-1000,Startup,No,,
24/11/2020 20:28:38,31,Female,Munich,Software Engineer,2,2,Middle,Java,SQL,58000,3000,26000,1500,28,Full-time employee,Unlimited contract,German,1000+,Product,No,0,No
24/11/2020 20:28:49,34,Male,Berlin,Mobile Developer,9,2,Senior,Android,"Kotlin, Java / Scala",72000,12,65000,0,27,Full-time employee,Unlimited contract,English,1000+,Product,No,,600
24/11/2020 20:29:04,24,Male,Berlin,Backend Developer,4,3,Middle,PHP,"SQL, Kubernetes, Docker",46000,,42000,,28,Full-time employee,Unlimited contract,English,51-100,Startup,No,0,
24/11/2020 20:29:50,39,Male,Berlin,DevOps,15,3,Senior,Python,"Python, Ruby, Java / Scala, Go, Rust, AWS, Kubernetes, Docker, Terraform, helm, packer",70000,0,70000,0,21,Full-time employee,Unlimited contract,English,101-1000,Product,No,0,
24/11/2020 20:30:14,42,Male,Den Haag,Backend Developer,20,6,Senior,.NET,"Python, Javascript / Typescript, SQL, AWS, Docker",75000,0,75000,0,25,Full-time employee,Unlimited contract,English,101-1000,Product,No,40,300
24/11/2020 20:37:40,26,Male,London,Frontend Developer,8,0,Senior,"TypeScript, React","Javascript / Typescript, Google Cloud, Kubernetes, Docker",105000,60000,85000,60000,30,Full-time employee,Unlimited contract,English,1000+,Startup,No,,
24/11/2020 20:38:22,31,Female,Frankfurt,Software Engineer,2,2,Junior,,,50000,,,,28,Full-time employee,Unlimited contract,English,1000+,Consulting / Agency,No,,
24/11/2020 20:39:33,32,Female,Berlin,Mobile Developer,7,3,Senior,Kotlin,"Python, Ruby",63000,,55000,0,26,Full-time employee,Unlimited contract,English,1000+,Product,No,,1100
24/11/2020 20:41:20,30,Female,Berlin,QA Engineer,4,1,Middle,,Javascript / Typescript,52000,,,,20,Full-time employee,Unlimited contract,English,51-100,Startup,No,,
24/11/2020 20:41:21,23,Male,Berlin,Mobile Developer,3,0,Lead,Swift,Swift,65000,65000,,,25,Full-time employee,Unlimited contract,English,51-100,Startup,No,,
24/11/2020 20:43:22,27,Female,Berlin,Backend Developer,3,1,Middle,,,60000,,,,24,Full-time employee,Unlimited contract,English,11-50,,No,32,
24/11/2020 21:04:58,27,Male,Amsterdam,ML Engineer,4,1,Middle,python,"Python, R, SQL, SAP / ABAP, AWS, Kubernetes, Docker",62000,62000,40000,40000,25,Full-time employee,Unlimited contract,English,1000+,Product,No,,
24/11/2020 21:05:56,27,Male,Berlin,Tech Lead / Full-Stack,5,3.5,Lead,Python / JavaScript (React),"Python, Javascript / Typescript, SQL, AWS, Docker, React, Tailwindcss",90000,1000,75000,1000,30 in contract (but theoretically unlimited),Full-time employee,Unlimited contract,English,11-50,Startup,No,36,0
24/11/2020 21:07:50,29,Male,Berlin,Frontend Developer,8,4,Senior,JavaScript / typescript,,69000,74000,,,30,Full-time employee,Unlimited contract,English,1000+,Product,No,30,
24/11/2020 21:10:08,32,Male,Munich,Software Engineer,10,6,Senior,Java,"Javascript / Typescript, Go",88000,120000,86000,115000,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,
24/11/2020 21:14:25,31,Male,Berlin,DevOps,11,4,Senior,Terraform,"PHP, SQL, AWS, Docker",81000,0,75000,0,28,Full-time employee,Unlimited contract,English,101-1000,Startup,No,30,0
24/11/2020 21:16:30,29,Male,Cracovia,Frontend Developer,2,,Middle,JavaScript,"Javascript / Typescript, Angular",18700,19200,16000,16300,22,Full-time employee,Unlimited contract,Polish,1000+,Product,No,0,0
24/11/2020 21:21:56,26,Male,Berlin,Marketing Analyst,7,2,Middle,SQL,"Python, Javascript / Typescript, Google Cloud",60000,5000,,48000,27,Full-time employee,Unlimited contract,English,101-1000,Startup,No,0,0
24/11/2020 21:28:26,29,Male,Berlin,Software Engineer,5,"1,5",Middle,PHP,"Javascript / Typescript, SQL, Docker",56000,,,,30,Full-time employee,Unlimited contract,English,11-50,Product,No,,500
24/11/2020 21:34:09,30,Male,Hamburg,Frontend Developer,7,1,Senior,JavaScript,Javascript / Typescript,55000,,,,28,Full-time employee,Unlimited contract,English,101-1000,Product,No,20,
24/11/2020 21:34:10,38,Male,Berlin,Mobile Developer,10,4,Senior,Swift,"Swift, Objective-C",70000,0,70000,5000,24,Full-time employee,Unlimited contract,English,1000+,Product,Yes,0,0
24/11/2020 21:36:24,32,Male,Berlin,CTO,10,4,CTO,JAVA,"Python, C/C++",200000,200000,,,28,Full-time employee,Unlimited contract,English,101-1000,Product,Yes,,
24/11/2020 21:37:44,25,Male,Berlin,Solutions Architect,6,2,Middle,Apache Spark,"Python, Java / Scala",100000,20000,73000,0,30,Full-time employee,Unlimited contract,English,1000+,Product,No,0,400
24/11/2020 21:38:24,24,Male,Berlin,Backend Developer,3,0,Junior,C#,"Javascript / Typescript, .NET, Kubernetes, Docker",48000,,,,28,Full-time employee,Temporary contract,English,1000+,Game Company,No,,
24/11/2020 21:39:12,24,Male,Tallinn,Software Engineer,3,0,Junior,Java,"Python, SQL",30000,0,28800,0,28,Full-time employee,Unlimited contract,English,11-50,Product,No,,
24/11/2020 21:45:48,27,Male,Prague,Software Engineer,3,0,Middle,.NET,"Javascript / Typescript, Java / Scala, SQL",21120,3520,16560,2760,21,Full-time employee,Temporary contract,Czech,11-50,Product,No,,
24/11/2020 21:47:25,34,Female,Berlin,QA Engineer,6,2,Senior,Ruby,"Ruby, Java / Scala, AWS, Kubernetes, Docker",67500,0,61400,0,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,
24/11/2020 21:47:33,30,Male,Utrecht,Data Scientist,2,0,Middle,python,Google Cloud,48000,10000,41000,6000,25,Full-time employee,Temporary contract,English,1000+,Product,No,,
24/11/2020 21:52:03,27,Female,Munich,Frontend Developer,2,2,Middle,JavaScript,Javascript / Typescript,64000,0,50000,0,28,Full-time employee,Unlimited contract,English,101-1000,Startup,No,,
24/11/2020 22:04:32,46,Male,Frankfurt,Software Engineer,23,16,Senior,C#,"C/C++, Javascript / Typescript, .NET, SQL, Azure",90000,96000,76000,82000,30,Full-time employee,Unlimited contract,German,1000+,Consulting / Agency,No,40,
24/11/2020 22:06:59,48,Male,Berlin,Senior Network&Security Eng.,,17,Senior,"Computer Networking,  Network Security ",SQL,68500,0,,0,26,Full-time employee,Unlimited contract,English,1000+,Startup,No,8,0
24/11/2020 22:08:31,42,Female,Munich,Software tester ,12,12,No level ,Java,,47500,47500,39000,39000,28,Part-time employee,Unlimited contract,German,51-100,Product,No,10,0
24/11/2020 22:10:34,40,Female,Berlin,Fullstack Developer,8,8,Senior,C#,"PHP, Javascript / Typescript, .NET, SQL, Azure, Kubernetes, Docker, React, Angular2+",57000,1500,54000,100,26,Full-time employee,Unlimited contract,German,51-100,Product,No,,
24/11/2020 22:17:23,23,Male,Stockholm,Frontend Developer,5,1.5,Senior,Javascript,Javascript / Typescript,45600,45600,,,30,Full-time employee,Unlimited contract,English,up to 10,Consulting / Agency,No,,
24/11/2020 22:22:57,33,Male,Berlin,Software Engineer,,10,Senior,Java,"Java / Scala, Google Cloud, Kubernetes, Docker",90000,9000,78000,0,25,Full-time employee,Unlimited contract,English,1000+,Product,No,8,180
24/11/2020 22:28:07,30,Male,Moscow,Backend Developer,2,0,Junior,Elixir,,50000,55000,18000,18000,30,Self-employed (freelancer),Unlimited contract,English,101-1000,Product,No,,
24/11/2020 22:34:48,40,Male,Braunschweig ,SAP BW Senior Consultant ,11,11,Senior,SAP BW / ABAP,SAP / ABAP,75000,5000,72000,4800,30,Full-time employee,Unlimited contract,German,1000+,Financial ,No,,
24/11/2020 22:41:24,38,Male,Dresden,Software Engineer,10,10,Lead,"Go, PHP, SQL","PHP, SQL, Go, AWS, Docker",62000,,,,30,Full-time employee,Unlimited contract,German,51-100,Product,No,,
24/11/2020 22:46:49,28,Male,Kyiv,Mobile Developer,5,0,Senior,Swift,"Swift, Google Cloud",45000,,30000,,20,Full-time employee,Unlimited contract,English,11-50,Product,No,,
24/11/2020 22:52:26,38,Male,Berlin,Software Engineer,16,2,Senior,ABAP,"PHP, SQL, SAP / ABAP, Delphi",83000,11000,80000,80000,27,Full-time employee,Unlimited contract,English,1000+,Startup,No,0,700
24/11/2020 23:09:13,32,Male,Hamburg,Software Engineer,12,7,Senior,Java,"Kotlin, PHP, Javascript / Typescript, Java / Scala",66300,1000,65000,1000,28,Full-time employee,Unlimited contract,German,101-1000,Product,No,,2000
24/11/2020 23:20:02,33,Female,Berlin,Software Engineer,6,3,Middle,java,"SQL, AWS, Kubernetes, Docker",65000,,54000,,28,Full-time employee,Unlimited contract,English,1000+,Startup,No,30,500
24/11/2020 23:38:34,34,Male,Berlin,Software Engineer,13,4,Lead,Kotlin ,"Python, Kotlin, C/C++, Java / Scala",85000,,,,32,Full-time employee,Unlimited contract,English,1000+,Product,No,,600
24/11/2020 23:40:13,35,Female,Stuttgart ,QA Manager ,9,4,Middle,Jira,,60000,0,60000,0,30,Full-time employee,Unlimited contract,English,101-1000,Consulting / Agency,No,,No
24/11/2020 23:42:24,37,Male,Stuttgart ,Software Engineer,9,5,Senior,Qml,C/C++,60000,0,60000,0,30,Full-time employee,Unlimited contract,English,101-1000,Consulting / Agency,No,,No
24/11/2020 23:44:21,40,Male,Stuttgart,Software Engineer,14,14,Senior,C,C/C++,95000,,,,,Full-time employee,Unlimited contract,German,1000+,Product,No,0,0
24/11/2020 23:59:07,33,Male,Berlin,Director of Engineering,10,5,Director,PHP,"PHP, Javascript / Typescript, Java / Scala, SQL, AWS, Docker",100000,0,84000,0,30,Full-time employee,Unlimited contract,English,1000+,Product,No,32,0
25/11/2020 00:01:55,36,Male,Munich,IT Spezialist,15,6,Senior,AWS,"Javascript / Typescript, Java / Scala, AWS, Docker",79300,11900,73000,6000,30,Full-time employee,Unlimited contract,German,1000+,Product,No,0,
25/11/2020 00:01:59,31,Female,Berlin,Product Manager,,1,Senior,,,60000,,,,20,Full-time employee,Unlimited contract,English,1000+,Product,No,,
25/11/2020 00:09:51,27,Male,Frankfurt,Software Engineer,5,3,Middle,C#/.NET,"C/C++, SQL, VBA",48000,0,45000,0,28,Full-time employee,Unlimited contract,English,up to 10,Consulting / Agency,No,,0
25/11/2020 00:41:34,28,Male,Berlin,Software Engineer,6,2,Middle,PHP,"Javascript / Typescript, SQL, Go, Docker",60000,0,60000,0,26,Full-time employee,Unlimited contract,English,101-1000,E-commerce,No,40,0
25/11/2020 01:12:28,23,Male,Warsaw,Software Engineer,4,0,Middle,PHP,"Javascript / Typescript, SQL, Docker",34000,,,,28,Full-time employee,Temporary contract,English,up to 10,Product,No,,
25/11/2020 01:29:48,31,Female,Berlin,QA Engineer,11,1.5,Middle,JS,"Ruby, SQL",57000,bvg only,55000,"learning budget, bvg, gym, food",30,Full-time employee,Unlimited contract,English,101-1000,Startup,No,0,0
25/11/2020 03:27:34,,,Berlin,,,,,,,99999999999,,,,,,,,,,,,
25/11/2020 05:58:16,34,Male,Tallinn,Software Engineer,12,0,Middle,PHP,"Javascript / Typescript, SQL, Go, Docker",54000,,,,28,Full-time employee,Unlimited contract,English,101-1000,Product,No,0,
25/11/2020 06:05:32,34,Male,Berlin,Software Engineer,10,2,Senior,.Net,Python,60000,0,55000,,28,Full-time employee,Unlimited contract,English,11-50,Product,No,,
25/11/2020 06:26:53,29,Male,Tallinn,Mobile Developer,7,,Senior,Android,Kotlin,65000,20000,65000,12000,28,Full-time employee,Unlimited contract,English,101-1000,Startup,No,32,
25/11/2020 07:05:35,38,Male,Munich,Software Engineer,15,5,Senior,Javascript,"Javascript / Typescript, .NET, SQL, AWS, Kubernetes, Docker",80000,6000,78000,5000,30,Full-time employee,Unlimited contract,English,51-100,Corporation,No,,
25/11/2020 07:27:58,25,Female,Berlin,Frontend Developer,4,1,Middle,Javascript / Typescript,NodeJS,60000,,,,23,Full-time employee,Unlimited contract,English,11-50,Startup,Yes,,
25/11/2020 07:38:11,28,Male,Berlin,Frontend Developer,6,1,Senior,JavaScript,"Javascript / Typescript, Docker",66000,0,,0,24,Full-time employee,Unlimited contract,English,,,No,,
25/11/2020 07:46:34,23,Male,Berlin,Software Engineer,3,3,Middle,JavaScript,AWS,60000,6000,52000,0,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,
25/11/2020 07:56:59,30,Male,Munich,Software Engineer,10,4,Senior,.NET,"Python, Javascript / Typescript, Azure",75000,5000,75000,7000,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,
25/11/2020 08:05:37,32,Male,Berlin,Engineering Manager,10,5,Middle,JavaScript,"Javascript / Typescript, Ruby, Kubernetes, Docker",85000,,78000,,24,Full-time employee,Unlimited contract,English,101-1000,Product,No,,700
