Agency,Agency Type,Distribution Channel,Product Name,Duration,Destination,Net Sales,Commision (in value),Gender,Age,Claim
C2B,Airlines,Online,Annual Silver Plan,417,SINGAPORE,193.2,48.3,M,63,0
JZI,Airlines,Online,Basic Plan,10,CHINA,26.0,9.1,F,45,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,7,THAILAND,20.0,0.0,,36,0
RAB,Airlines,Online,Value Plan,36,BRUNEI DARUSSALAM,23.0,9.2,M,64,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,11,AUSTRALIA,49.5,29.7,,34,0
EPX,Travel Agency,Online,Cancellation Plan,17,INDIA,37.0,0.0,,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,106,JAPAN,49.5,29.7,,28,0
JZI,Airlines,Online,Basic Plan,24,MALAYSIA,22.0,7.7,F,31,0
EPX,Travel Agency,Online,Cancellation Plan,5,SINGAPORE,10.0,0.0,,45,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,94,JAPAN,31.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,13,"KOREA, REPUBLIC OF",57.0,0.0,,36,0
C2B,Airlines,Online,Bronze Plan,25,SINGAPORE,65.0,16.25,M,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,13,CANADA,9.9,5.94,,31,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,62,HONG KONG,31.0,0.0,,36,0
C2B,Airlines,Online,Bronze Plan,16,SINGAPORE,20.0,5.0,M,30,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,43,SINGAPORE,108.0,0.0,,33,0
JZI,Airlines,Online,Basic Plan,47,THAILAND,22.0,7.7,M,39,0
JZI,Airlines,Online,Value Plan,9,"KOREA, REPUBLIC OF",58.0,20.3,M,43,0
SSI,Airlines,Online,Ticket Protector,24,SINGAPORE,7.59,2.13,,48,0
EPX,Travel Agency,Online,Cancellation Plan,94,MALAYSIA,10.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,43,THAILAND,10.0,0.0,,24,0
EPX,Travel Agency,Online,Cancellation Plan,5,CHINA,17.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,6,THAILAND,26.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,152,LITHUANIA,59.0,0.0,,36,0
C2B,Airlines,Online,Bronze Plan,82,SINGAPORE,27.0,6.75,F,58,0
EPX,Travel Agency,Online,Cancellation Plan,25,UNITED STATES,80.0,0.0,,58,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,44,NEW ZEALAND,89.1,53.46,,50,0
EPX,Travel Agency,Online,1 way Comprehensive Plan,21,SINGAPORE,0.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,13,THAILAND,112.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,43,VIET NAM,12.0,0.0,,36,0
JZI,Airlines,Online,Basic Plan,3,BRUNEI DARUSSALAM,18.0,6.3,M,36,0
EPX,Travel Agency,Online,Cancellation Plan,72,SINGAPORE,34.0,0.0,,35,0
EPX,Travel Agency,Online,Cancellation Plan,5,UNITED STATES,80.0,0.0,,54,0
EPX,Travel Agency,Online,Cancellation Plan,98,SINGAPORE,19.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,24,PHILIPPINES,39.0,0.0,,36,0
JZI,Airlines,Online,Basic Plan,26,INDONESIA,30.0,10.5,M,54,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,19,NORWAY,39.6,23.76,,52,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,16,FRANCE,0.0,0.0,,36,0
JZI,Airlines,Online,Basic Plan,8,PHILIPPINES,18.0,6.3,M,34,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,16,VIET NAM,29.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,12,JAPAN,13.0,0.0,,25,0
C2B,Airlines,Online,Bronze Plan,29,SINGAPORE,48.3,12.07,M,22,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,25,THAILAND,20.0,0.0,,30,0
JZI,Airlines,Online,Basic Plan,15,THAILAND,30.0,10.5,F,33,0
EPX,Travel Agency,Online,Cancellation Plan,18,MALAYSIA,10.0,0.0,,35,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,24,CHINA,55.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,38,IRELAND,82.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,8,SINGAPORE,39.0,0.0,,25,0
EPX,Travel Agency,Online,Cancellation Plan,9,INDONESIA,28.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,13,SINGAPORE,14.0,0.0,,35,0
EPX,Travel Agency,Online,Cancellation Plan,65,CHINA,26.0,0.0,,36,0
CSR,Travel Agency,Offline,Comprehensive Plan,99,THAILAND,29.0,9.57,F,28,0
JZI,Airlines,Online,Basic Plan,1,CHINA,22.0,7.7,M,35,0
EPX,Travel Agency,Online,Cancellation Plan,26,THAILAND,34.0,0.0,,24,0
JWT,Airlines,Online,Value Plan,6,INDIA,50.0,20.0,M,118,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,38,GERMANY,63.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,5,THAILAND,20.0,0.0,,34,0
EPX,Travel Agency,Online,Cancellation Plan,3,VIET NAM,10.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,108,PHILIPPINES,18.0,0.0,,36,0
JZI,Airlines,Online,Basic Plan,5,THAILAND,18.0,6.3,M,45,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,15,MALAYSIA,42.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,54,GERMANY,77.0,0.0,,36,0
LWC,Travel Agency,Online,Annual Travel Protect Gold,364,UNITED STATES,256.2,166.53,F,28,1
EPX,Travel Agency,Online,2 way Comprehensive Plan,12,CHINA,43.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,11,INDIA,0.0,0.0,,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,15,AUSTRALIA,39.6,23.76,,23,0
JZI,Airlines,Online,Value Plan,7,AUSTRALIA,36.0,12.6,M,49,0
JZI,Airlines,Online,Basic Plan,85,THAILAND,30.0,10.5,F,20,0
EPX,Travel Agency,Online,Cancellation Plan,14,CHINA,10.0,0.0,,30,0
C2B,Airlines,Online,Annual Silver Plan,366,SINGAPORE,209.3,52.33,F,36,0
EPX,Travel Agency,Online,Cancellation Plan,12,SINGAPORE,14.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,21,THAILAND,20.0,0.0,,27,0
EPX,Travel Agency,Online,Cancellation Plan,50,TUNISIA,10.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,22,CHINA,32.0,0.0,,36,0
EPX,Travel Agency,Online,1 way Comprehensive Plan,28,UNITED ARAB EMIRATES,20.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,5,MALAYSIA,10.0,0.0,,33,0
C2B,Airlines,Online,Annual Silver Plan,366,SINGAPORE,216.0,54.0,F,42,1
EPX,Travel Agency,Online,Cancellation Plan,35,THAILAND,20.0,0.0,,50,0
EPX,Travel Agency,Online,Cancellation Plan,1,MALAYSIA,15.0,0.0,,32,0
ART,Airlines,Online,24 Protect,12,PHILIPPINES,20.45,7.16,M,48,0
EPX,Travel Agency,Online,Cancellation Plan,38,INDIA,11.0,0.0,,43,0
C2B,Airlines,Online,Silver Plan,4,SINGAPORE,18.5,4.63,M,22,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,81,"KOREA, REPUBLIC OF",32.0,0.0,,24,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,75,MALAYSIA,29.7,17.82,,45,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,7,MALAYSIA,49.5,29.7,,31,0
C2B,Airlines,Online,Bronze Plan,5,SINGAPORE,21.0,5.25,F,57,0
EPX,Travel Agency,Online,Cancellation Plan,19,"KOREA, REPUBLIC OF",44.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,9,"TAIWAN, PROVINCE OF CHINA",50.0,0.0,,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,12,AUSTRALIA,108.9,65.34,,48,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,6,MALAYSIA,20.0,0.0,,33,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,65,AUSTRALIA,0.0,47.52,,33,0
JZI,Airlines,Online,Value Plan,69,SWITZERLAND,167.0,58.45,F,55,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,10,THAILAND,19.8,11.88,,51,0
EPX,Travel Agency,Online,Cancellation Plan,24,CHINA,43.0,0.0,,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,50,SPAIN,99.0,59.4,,51,0
JZI,Airlines,Online,Basic Plan,47,"TAIWAN, PROVINCE OF CHINA",26.0,9.1,F,23,0
EPX,Travel Agency,Online,Cancellation Plan,56,INDIA,17.0,0.0,,35,0
EPX,Travel Agency,Online,Cancellation Plan,17,THAILAND,27.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,3,INDONESIA,10.0,0.0,,22,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,35,"KOREA, REPUBLIC OF",64.0,0.0,,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,10,MALAYSIA,9.9,5.94,,54,0
EPX,Travel Agency,Online,Cancellation Plan,8,PERU,10.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,38,CHINA,20.0,0.0,,36,0
JZI,Airlines,Online,Basic Plan,107,CHINA,26.0,9.1,F,58,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,58,NEW ZEALAND,39.6,23.76,,31,0
EPX,Travel Agency,Online,1 way Comprehensive Plan,6,LAO PEOPLE'S DEMOCRATIC REPUBLIC,20.0,0.0,,53,0
EPX,Travel Agency,Online,Cancellation Plan,8,LAO PEOPLE'S DEMOCRATIC REPUBLIC,10.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,65,JAPAN,46.0,0.0,,36,0
EPX,Travel Agency,Online,1 way Comprehensive Plan,14,"KOREA, REPUBLIC OF",21.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,12,SINGAPORE,31.0,0.0,,36,0
TTW,Travel Agency,Offline,Individual Comprehensive Plan,388,SINGAPORE,97.0,0.0,F,40,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,48,VIET NAM,21.0,0.0,,33,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,17,NEW ZEALAND,79.2,47.52,,42,0
EPX,Travel Agency,Online,Cancellation Plan,24,SINGAPORE,10.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,17,NETHERLANDS,11.0,0.0,,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,3,MALAYSIA,0.0,11.88,,59,0
EPX,Travel Agency,Online,Cancellation Plan,1,MALAYSIA,10.0,0.0,,57,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,19,HONG KONG,50.0,0.0,,55,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,21,UNITED ARAB EMIRATES,69.3,41.58,,52,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,7,UNITED STATES,112.0,0.0,,33,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,35,THAILAND,31.0,0.0,,31,0
C2B,Airlines,Online,Silver Plan,34,SINGAPORE,33.5,8.38,F,62,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,39,UNITED KINGDOM,99.0,59.4,,32,0
JZI,Airlines,Online,Basic Plan,26,THAILAND,22.0,7.7,M,59,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,12,THAILAND,26.0,0.0,,33,0
EPX,Travel Agency,Online,Cancellation Plan,64,PHILIPPINES,16.0,0.0,,36,0
JZI,Airlines,Online,Basic Plan,19,THAILAND,30.0,10.5,F,45,0
EPX,Travel Agency,Online,Cancellation Plan,20,SINGAPORE,10.0,0.0,,36,0
LWC,Travel Agency,Online,Single Trip Travel Protect Gold,18,HONG KONG,44.0,28.6,M,32,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,70,SINGAPORE,112.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,52,MALAYSIA,10.0,0.0,,40,0
EPX,Travel Agency,Online,Cancellation Plan,181,AUSTRALIA,80.0,0.0,,36,0
C2B,Airlines,Online,Bronze Plan,66,SINGAPORE,47.0,11.75,M,49,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,33,CHINA,30.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,10,UNITED ARAB EMIRATES,31.0,0.0,,36,0
JZI,Airlines,Online,Basic Plan,92,CHINA,40.0,14.0,F,68,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,41,INDIA,38.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,6,MALAYSIA,20.0,0.0,,46,0
EPX,Travel Agency,Online,Cancellation Plan,17,HONG KONG,30.0,0.0,,36,0
LWC,Travel Agency,Online,Annual Travel Protect Platinum,364,UNITED STATES,323.4,210.21,F,58,0
C2B,Airlines,Online,Silver Plan,5,SINGAPORE,18.5,4.63,F,65,1
EPX,Travel Agency,Online,2 way Comprehensive Plan,67,THAILAND,23.0,0.0,,36,0
SSI,Airlines,Online,Ticket Protector,80,SINGAPORE,4.12,1.16,,48,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,32,MALAYSIA,49.5,29.7,,47,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,94,CHINA,30.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,168,SOUTH AFRICA,25.0,0.0,,36,0
RAB,Airlines,Online,Value Plan,42,BRUNEI DARUSSALAM,59.0,23.6,M,28,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,104,AUSTRALIA,99.0,59.4,,33,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,12,SINGAPORE,-20.0,0.0,,36,0
C2B,Airlines,Online,Bronze Plan,10,SINGAPORE,20.0,5.0,F,24,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,26,SWITZERLAND,69.3,41.58,,52,0
EPX,Travel Agency,Online,Cancellation Plan,119,UNITED KINGDOM,80.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,7,MYANMAR,22.0,0.0,,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,9,UNITED KINGDOM,69.3,41.58,,26,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,64,AUSTRALIA,79.2,47.52,,40,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,39,UNITED KINGDOM,86.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,8,SINGAPORE,80.0,0.0,,36,0
C2B,Airlines,Online,Annual Silver Plan,389,SINGAPORE,-259.2,64.8,F,69,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,31,UNITED STATES,98.0,0.0,,29,0
JZI,Airlines,Online,Basic Plan,43,THAILAND,22.0,7.7,M,64,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,34,JAPAN,35.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,18,JAPAN,112.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,98,"KOREA, REPUBLIC OF",12.0,0.0,,58,0
ART,Airlines,Online,24 Protect,1,PHILIPPINES,2.21,0.77,F,48,0
EPX,Travel Agency,Online,Cancellation Plan,4,INDONESIA,10.0,0.0,,36,0
SSI,Airlines,Online,Ticket Protector,28,SINGAPORE,6.94,1.95,,48,0
EPX,Travel Agency,Online,1 way Comprehensive Plan,112,SINGAPORE,44.0,0.0,,22,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,18,"KOREA, REPUBLIC OF",34.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,9,INDONESIA,10.0,0.0,,35,0
EPX,Travel Agency,Online,Cancellation Plan,276,SPAIN,41.0,0.0,,36,0
EPX,Travel Agency,Online,1 way Comprehensive Plan,1,HONG KONG,41.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,23,MALAYSIA,21.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,26,HONG KONG,20.0,0.0,,50,0
EPX,Travel Agency,Online,Cancellation Plan,3,THAILAND,10.0,0.0,,58,0
JWT,Airlines,Online,Value Plan,69,INDIA,31.0,12.4,M,118,0
KML,Travel Agency,Online,Premier Plan,14,INDONESIA,38.0,14.44,F,48,0
EPX,Travel Agency,Online,Cancellation Plan,3,MALAYSIA,10.0,0.0,,39,0
EPX,Travel Agency,Online,Cancellation Plan,8,THAILAND,16.0,0.0,,36,0
KML,Travel Agency,Online,Value Plan,18,FRANCE,75.0,28.5,M,48,0
EPX,Travel Agency,Online,Cancellation Plan,51,UNITED KINGDOM,80.0,0.0,,36,0
EPX,Travel Agency,Online,1 way Comprehensive Plan,16,NEW ZEALAND,20.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,3,VIET NAM,52.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,9,AUSTRALIA,22.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,41,UNITED STATES,20.0,0.0,,55,0
CWT,Travel Agency,Offline,Rental Vehicle Excess Insurance,45,UNITED STATES,39.6,23.76,,32,0
JZI,Airlines,Online,Value Plan,32,JAPAN,69.0,24.15,M,37,0
SSI,Airlines,Online,Ticket Protector,40,SINGAPORE,1.8,0.5,,48,0
ART,Airlines,Online,24 Protect,13,PHILIPPINES,37.02,12.96,M,48,0
EPX,Travel Agency,Online,Cancellation Plan,26,KYRGYZSTAN,48.0,0.0,,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,23,MALAYSIA,49.5,29.7,,49,0
EPX,Travel Agency,Online,1 way Comprehensive Plan,3,MALAYSIA,20.0,0.0,,36,0
TST,Travel Agency,Offline,Travel Cruise Protect,47,THAILAND,30.0,10.5,F,66,0
EPX,Travel Agency,Online,Cancellation Plan,22,MYANMAR,10.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,16,INDONESIA,0.0,0.0,,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,26,THAILAND,39.6,23.76,,44,0
C2B,Airlines,Online,Bronze Plan,21,SINGAPORE,20.0,5.0,F,32,0
EPX,Travel Agency,Online,1 way Comprehensive Plan,3,VIET NAM,20.0,0.0,,40,0
C2B,Airlines,Online,Annual Silver Plan,371,SINGAPORE,252.85,63.21,F,30,0
C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,187.85,46.96,M,45,0
EPX,Travel Agency,Online,Cancellation Plan,14,PHILIPPINES,10.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,47,MACAO,19.0,0.0,,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,29,UNITED KINGDOM,9.9,5.94,,53,0
EPX,Travel Agency,Online,Cancellation Plan,15,MYANMAR,10.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,14,HONG KONG,40.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,12,AUSTRALIA,10.0,0.0,,36,0
JZI,Airlines,Online,Basic Plan,132,AUSTRALIA,40.0,14.0,M,39,0
EPX,Travel Agency,Online,Cancellation Plan,9,CHINA,29.0,0.0,,36,0
EPX,Travel Agency,Online,1 way Comprehensive Plan,25,"KOREA, REPUBLIC OF",50.0,0.0,,36,0
C2B,Airlines,Online,Bronze Plan,11,SINGAPORE,16.0,4.0,F,84,0
C2B,Airlines,Online,Bronze Plan,3,SINGAPORE,11.5,2.88,M,37,0
RAB,Airlines,Online,Value Plan,7,BRUNEI DARUSSALAM,23.0,9.2,M,21,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,5,ICELAND,29.7,17.82,,37,0
RAB,Airlines,Online,Value Plan,28,BRUNEI DARUSSALAM,23.0,9.2,M,56,0
EPX,Travel Agency,Online,Cancellation Plan,7,"TAIWAN, PROVINCE OF CHINA",24.0,0.0,,36,0
C2B,Airlines,Online,Silver Plan,5,SINGAPORE,22.5,5.63,M,57,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,47,ITALY,79.2,47.52,,43,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,25,CHINA,35.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,9,UNITED KINGDOM,21.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,30,HONG KONG,49.0,0.0,,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,13,AUSTRALIA,29.7,17.82,,31,0
EPX,Travel Agency,Online,Cancellation Plan,4,HONG KONG,28.0,0.0,,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,6,THAILAND,39.6,23.76,,29,0
EPX,Travel Agency,Online,Cancellation Plan,9,AUSTRALIA,15.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,222,SINGAPORE,13.0,0.0,,34,0
JZI,Airlines,Online,Basic Plan,51,INDONESIA,22.0,7.7,M,40,0
EPX,Travel Agency,Online,Cancellation Plan,7,VIET NAM,10.0,0.0,,70,0
JZI,Airlines,Online,Basic Plan,150,AUSTRALIA,35.0,12.25,M,58,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,31,SINGAPORE,34.0,0.0,,36,0
C2B,Airlines,Online,Bronze Plan,42,SINGAPORE,46.8,11.7,F,26,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,14,CHINA,28.0,0.0,,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,11,SOUTH AFRICA,89.1,53.46,,31,0
EPX,Travel Agency,Online,Cancellation Plan,41,"KOREA, REPUBLIC OF",10.0,0.0,,22,0
JZI,Airlines,Online,Basic Plan,12,INDIA,35.0,12.25,M,55,0
EPX,Travel Agency,Online,Cancellation Plan,38,CAMBODIA,12.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,16,CHINA,0.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,39,UNITED KINGDOM,59.0,0.0,,36,0
C2B,Airlines,Online,Silver Plan,5,SINGAPORE,24.05,6.01,M,51,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,59,UNITED STATES,72.0,0.0,,27,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,37,JAPAN,75.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,38,HUNGARY,57.0,0.0,,36,0
JWT,Airlines,Online,Value Plan,6,INDIA,39.0,15.6,M,118,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,70,INDONESIA,23.0,0.0,,36,0
JZI,Airlines,Online,Basic Plan,37,HONG KONG,35.0,12.25,F,44,0
EPX,Travel Agency,Online,Cancellation Plan,50,SINGAPORE,0.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,10,MALAYSIA,20.0,0.0,,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,5,MALAYSIA,29.7,17.82,,50,0
EPX,Travel Agency,Online,Cancellation Plan,56,INDIA,11.0,0.0,,34,0
LWC,Travel Agency,Online,Annual Travel Protect Silver,437,UNITED STATES,287.25,186.71,F,31,0
EPX,Travel Agency,Online,Cancellation Plan,29,INDIA,17.0,0.0,,36,0
JZI,Airlines,Online,Basic Plan,10,PHILIPPINES,22.0,7.7,M,52,0
JWT,Airlines,Online,Value Plan,62,INDIA,93.0,37.2,F,118,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,53,AUSTRIA,-19.8,11.88,,54,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,51,INDIA,29.0,0.0,,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,12,AUSTRALIA,0.0,41.58,,50,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,21,VIET NAM,23.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,21,CHINA,34.0,0.0,,36,0
JZI,Airlines,Online,Basic Plan,3,THAILAND,18.0,6.3,M,47,0
EPX,Travel Agency,Online,Cancellation Plan,173,SINGAPORE,56.0,0.0,,36,0
C2B,Airlines,Online,Gold Plan,15,SINGAPORE,52.8,13.2,F,41,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,110,AUSTRALIA,0.0,47.52,,27,0
EPX,Travel Agency,Online,Cancellation Plan,11,UNITED STATES,10.0,0.0,,34,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,71,NEW ZEALAND,49.5,29.7,,28,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,44,AUSTRALIA,79.2,47.52,,31,0
EPX,Travel Agency,Online,Cancellation Plan,9,JAPAN,13.0,0.0,,26,0
EPX,Travel Agency,Online,Cancellation Plan,28,CHINA,16.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,19,THAILAND,20.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,26,HONG KONG,21.0,0.0,,48,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,50,THAILAND,69.3,41.58,,26,0
EPX,Travel Agency,Online,Cancellation Plan,15,CHINA,19.0,0.0,,36,0
C2B,Airlines,Online,Silver Plan,45,SINGAPORE,112.5,28.13,M,26,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,40,UNITED STATES,112.0,0.0,,37,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,94,PHILIPPINES,20.0,0.0,,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,71,MALAYSIA,39.6,23.76,,37,0
EPX,Travel Agency,Online,Cancellation Plan,69,IRELAND,80.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,20,AUSTRALIA,112.0,0.0,,35,0
EPX,Travel Agency,Online,Cancellation Plan,4,SINGAPORE,10.0,0.0,,42,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,7,THAILAND,45.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,66,MALAYSIA,10.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,46,MYANMAR,10.0,0.0,,33,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,14,AUSTRALIA,59.4,35.64,,40,0
EPX,Travel Agency,Online,Cancellation Plan,5,SINGAPORE,10.0,0.0,,36,0
EPX,Travel Agency,Online,Cancellation Plan,58,"TAIWAN, PROVINCE OF CHINA",25.0,0.0,,36,0
RAB,Airlines,Online,Value Plan,4,BRUNEI DARUSSALAM,15.0,6.0,M,26,0
C2B,Airlines,Online,Bronze Plan,12,SINGAPORE,47.0,11.75,M,34,1
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,132,SINGAPORE,0.0,17.82,,31,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,24,CHINA,28.0,0.0,,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,35,INDONESIA,20.0,0.0,,34,0
EPX,Travel Agency,Online,Cancellation Plan,10,THAILAND,10.0,0.0,,43,0
C2B,Airlines,Online,Bronze Plan,8,SINGAPORE,13.5,3.38,M,38,0
EPX,Travel Agency,Online,1 way Comprehensive Plan,35,INDONESIA,20.0,0.0,,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,23,MALAYSIA,39.6,23.76,,29,0
JZI,Airlines,Online,Basic Plan,35,INDONESIA,22.0,7.7,F,53,0
